loss_name,pic_name,answers
DRSL3_0_6,airplane_0497.jpg,"['A large jetliner flying through the sky.', 'A large jetliner flying over a large airport.', 'A large airplane is parked on the runway.', 'A plane parked on the runway with a sign attached to it.', 'A plane parked on the runway with a man standing next to it.', 'A large metal plane parked on a sidewalk.', 'A sign that says ""Don\'t Stop The Ride"" on it.', 'A sign that says ""Don\'t Stop The Ride"" on it.', 'A bicycle parked next to a building with a sign on it.', 'A bicycle parked next to a bench on a sidewalk.', 'A bicycle parked next to a street sign.']"
DRSL3_0_6,cat_0407.jpg,"['A cat is sleeping on a blanket in a room.', 'A cat is sitting on a bed with a book.', 'A cat is sitting on a bed with a book.', 'A cat is sitting on a book with a book on it.', 'A cat is sitting on a piece of cake.', 'A piece of cake with a knife on it.', 'A piece of cake with a knife on it.', 'A piece of cake with a knife and fork.', 'A piece of cake with a fork and a spoon.', 'A piece of cake with a fork and a knife.', 'A piece of cake with a fork and knife.']"
DRSL3_0_6,flower_0205.jpg,"['A green and yellow flower in a green vase.', 'A yellow flower in a green container.', 'A yellow flower in a green container in a tree.', 'A yellow and red flower in a blue vase.', 'A bunch of colorful umbrellas hanging from a tree.', 'A bunch of colorful umbrellas hanging from a tree.', 'A bunch of colorful umbrellas hanging from a rope.', 'A bunch of colorful umbrellas hanging from a rope.', 'A bunch of colorful umbrellas hanging from a rope.', 'A bunch of colorful umbrellas hanging from a rope.', 'A bunch of umbrellas hanging from a rope.']"
DRSL3_0_6,cat_0017.jpg,"['A black cat is sleeping on a bed.', ""A cat is sitting on a cat's head."", 'A cat is sitting on top of a television.', 'A cat is looking at a television screen.', 'A cat is standing in front of a television.', 'A man is playing with a remote control in a living room.', 'A man is holding a remote control in his hand.', 'A man holding a remote control in his hand.', 'A man holding a Wii remote in his hand.', 'A man holding a blender in his hand while standing in front of a microwave.', 'A man holding a blender in his hand while standing in front of a counter.']"
DRSL3_0_6,cat_0014.jpg,"[""A cat is sleeping on a bed with a cat on it's back."", 'A cat is sitting on a laptop computer.', 'A cat is sitting on a laptop computer.', 'A cat is sitting on a desk with a computer.', 'A cat is sitting on a desk with a computer.', 'A cat is sitting on a desk with a computer.', 'A cat sitting on top of a computer desk.', 'A cat sitting on top of a computer desk.', 'A cat sitting on top of a desk next to a computer.', 'A cat sitting on top of a computer desk.', 'A cat sitting on top of a desk next to a computer.']"
DRSL3_0_6,person_0035.jpg,"['A man in a suit and tie is talking on a cell phone.', 'A man in a suit and tie standing next to a group of people.', 'A man in a suit and tie standing next to a group of people.', 'A group of men standing next to each other.', 'A group of men standing next to each other.', 'Two men standing next to each other in front of a large group of people.', 'Two men standing next to each other on a stage.', 'Two men standing next to each other on a stage.', 'Two men standing next to each other on a stage.', 'Two men standing next to each other on a snowy surface.', 'Two men standing next to each other on a snowy surface.']"
DRSL3_0_6,car_0368.jpg,"['A white car parked in a parking lot.', 'A car is parked in the middle of the road.', 'A car is parked in the middle of the road.', 'A red and white car parked next to a tree.', 'A red and white car is parked on a dirt road.', 'A red and white motorcycle parked in a field.', 'A red and white motorcycle parked in a field.', 'A red and white motorcycle parked in a field.', 'A red and white motorcycle parked in a field.', 'A large red and white motorcycle parked in a field.', 'A large red and white teddy bear on a tree.']"
DRSL3_0_6,cat_0614.jpg,"['A cat sitting on top of a white tile floor.', 'A cat is sitting on the ground with its paws on the street.', 'A cat is sitting on the street with its paws on the car.', 'A cat is sitting on the back of a car.', 'Two cats are sitting on the hood of a car.', 'Two cats are standing next to a car.', 'Two cats are standing next to a car.', 'Two zebras are standing next to a car.', 'Two zebras are standing next to a car.', 'Two zebras are standing next to a car.', 'Two zebras standing next to each other in the street.']"
DRSL3_0_6,person_0758.jpg,"['A man in a suit and tie is smiling.', 'A man with a beard and a tie is standing in front of a wall.', 'A man with a beard is wearing a hat.', 'A picture of a man with a beard.', 'A picture of a person with a large face.', 'A picture of a large bird in a window.', 'A picture of a television screen with a picture of a bird.', 'A picture of a bird in a window.', 'A picture of a large screen TV.', 'A large bird sitting in a window sill.', 'A picture of a plant in a window.']"
DRSL3_0_6,motorbike_0413.jpg,"['A motorcycle parked in front of a large building.', 'A motorcycle parked in the middle of the road.', 'A motorcycle parked in the middle of the road.', 'A motorcycle is parked on a bed with a helmet on.', 'A motorcycle is parked on a bed with a helmet on.', 'A motorcycle is parked on a bed with a person on it.', 'A person on a motorcycle with a helmet on.', 'A person on a bed with a helmet on.', 'A man is laying on a bed with a snowboard.', 'A man laying on a bed with a pair of shoes.', 'A man laying on a bed with a pair of shoes.']"
DRSL3_0_6,flower_0515.jpg,"['A close up of a flower in a flower vase.', 'A bunch of colorful colored flowers in a row.', 'A bunch of colorful colored and colored striped umbrellas.', 'A group of colorful umbrellas on a table.', 'A group of tents with many different types of tents.', 'A group of people standing around a bunch of different colored teddy bears.', 'Several rows of row of row of row of row of row of row of row of row of', 'Several rows of row of row of row of row of row of row of row of row of', 'Several rows of rowboats lined up on a row.', 'Several different types of surfboards lined up on a row.', 'Several boats are lined up on the dock.']"
DRSL3_0_6,dog_0232.jpg,"['A dog wearing a collar and a hat.', 'A brown and white dog is holding a white frisbee.', 'A small dog is playing with a toy.', 'A small dog is playing with a banana.', 'A small dog is playing with a banana.', 'A small brown dog is playing with a banana.', 'A small brown and white dog playing with a banana.', 'A small brown and white dog playing with a banana.', 'A small brown and white dog playing with a banana.', 'A small brown and white dog playing with a banana.', 'A banana is sitting on a banana peel.']"
DRSL3_0_6,motorbike_0232.jpg,"['A motorcycle parked in a parking lot next to a parked motorcycle.', 'A group of motorcycles parked in a field.', 'A group of people standing around a motorcycle.', 'A group of people standing around a motorcycle.', 'A group of people standing around a motorcycle.', 'A group of people standing around a motorcycle.', 'A group of young girls are playing a game of soccer.', 'A group of young girls playing a game of soccer.', 'A group of girls are playing a game of soccer.', 'A group of girls are playing a game of frisbee.', 'A group of girls playing a game of frisbee.']"
DRSL3_0_6,car_0881.jpg,"['A car parked in front of a parked motorcycle.', 'A black and white photo of a car.', 'A large white truck parked in a parking lot.', 'A large white truck parked in a parking lot.', 'A large white truck with a large sticker on it.', 'A large metal box with a large metal door.', 'A large metal box with a large metal object in it.', 'A large metal box with a large metal object in it.', 'A microwave oven with a black and white background.', 'A microwave oven with a metal lid on it.', 'A microwave oven with a metal lid on it.']"
DRSL3_0_6,fruit_0394.jpg,"['A close up of a large orange on a table.', 'A close up of a banana on a table.', 'A small metal object sitting on top of a metal object.', 'A small airplane sitting on top of a metal object.', 'A stop sign is shown on a street.', 'A stop sign is shown on a street.', 'A stop sign is shown on a street corner.', 'A stop sign on a street corner with a street light.', 'A stop sign is shown on a street.', 'A stop sign on a street corner with a street sign on the corner.', 'A stop sign is shown on a street.']"
DRSL3_0_6,dog_0141.jpg,"['A dog is laying on a blanket with a stuffed animal.', 'A dog and a cat are sitting on a wooden floor.', 'A group of dogs standing on a floor.', 'A group of dogs standing next to each other on a floor.', 'A group of dogs standing next to each other in a room.', 'A group of dogs standing next to each other in a room.', 'A group of people standing around a counter with a bunch of different colored teddy bears.', 'A group of people standing around a display of different types of dogs.', 'A group of people standing around a display of different types of food.', 'A group of people standing around a display of different types of food.', 'A group of people standing around a counter with a bunch of different colored teddy bears.']"
DRSL3_0_6,motorbike_0075.jpg,"['A motorcycle parked in a garage next to a wooden fence.', 'A motorcycle parked on the side of a street.', 'A motorcycle parked on the side of a street.', 'A motorcycle parked on the side of the road.', 'A motorcycle parked on the side of the road.', 'A motorcycle is parked on the street in front of a building.', 'A motorcycle is parked on the street in front of a building.', 'A group of police officers on motorcycles on a street.', 'A group of police officers riding motorcycles down a street.', 'A group of police officers riding motorcycles down a street.', 'A group of police officers riding motorcycles down a street.']"
DRSL3_0_6,fruit_0623.jpg,"['A close up of a apple with a dark background.', 'A red and white flower in a red vase.', 'A red and white flower in a red vase.', 'A red and white teddy bear is sitting on a red and white flower.', 'A red and white flower in a red and white vase.', 'A colorful kite is in the air with a colorful pattern.', 'A colorful kite is flying in the sky.', 'A colorful kite is shown in a colorful vase.', 'A colorful kite is flying in the sky.', 'A colorful kite is being flown in the sky.', 'A group of colorful kites are being flown in the sky.']"
DRSL3_0_6,motorbike_0224.jpg,"['A motorcycle parked in a field with trees in the background.', 'A motorcycle parked in a field with people on it.', 'A motorcycle is parked on the grass near a group of people.', 'A man on a motorcycle with a helmet on.', 'A group of people on motorcycles in a field.', 'A group of people on motorcycles are on a field.', 'A group of people on motorcycles are on a field.', 'A group of people on motorcycles are riding on a field.', 'A group of people on motorcycles are riding on a road.', 'A group of people on motorcycles on a street.', 'A group of people on skateboards on a skate park.']"
DRSL3_0_6,cat_0287.jpg,"['A cat is sitting on a desk with a book.', 'A cat is sleeping in a microwave.', 'A cat is sitting in a bowl of food.', 'A cat is eating from a bowl in a kitchen.', 'A cat is eating from a bowl of food.', 'A baby is eating from a bowl of food.', 'A baby is eating from a bowl of food.', 'A baby is eating from a bowl of food.', 'A baby is eating a bowl of food.', 'A baby is eating a bowl of food.', 'A baby is eating a bowl of food.']"
DRSL3_0_6,car_0257.jpg,"['A car parked in a parking lot next to a building.', 'A black and white car parked in a parking lot.', 'A black and white car is parked in a parking lot.', 'A black and white motorcycle parked in a garage.', 'A black and white motorcycle sitting on top of a table.', 'A black and white motorcycle sitting on a desk.', 'A computer mouse sitting on top of a desk.', 'A computer keyboard and mouse on a desk.', 'A computer keyboard and mouse on a desk.', 'A laptop computer sitting on top of a desk.', 'A laptop computer sitting on top of a desk.']"
DRSL3_0_6,person_0952.jpg,"['A man wearing a tie and a shirt.', 'A man wearing a suit and tie is talking on a cell phone.', 'A man wearing a hat and a red tie.', 'A group of people standing next to each other on a snowy surface.', 'A group of people standing around a group of people.', 'A group of people standing next to each other on a snowy surface.', 'A group of people standing next to each other on a snowy surface.', 'A group of people standing next to each other on a snowy day.', 'A group of people standing in front of a snow covered wall.', 'A view of a street scene with a person in a helmet.', 'A view of a group of people in the snow.']"
DRSL3_0_6,fruit_0641.jpg,"['A close up of a banana on a table.', 'A close up of a tree with a large amount of leaves.', 'A large white and red bird standing on top of a tree.', 'A large white bird standing on top of a tree.', 'A large group of trees in the background.', 'A large white bird standing in the middle of a field.', 'A large group of trees in the background.', 'A large flock of birds standing on top of a tree.', 'A large group of birds standing on top of a snowy hillside.', 'A large flock of birds flying through the air.', 'A group of people standing in the snow with a large snowboard.']"
DRSL3_0_6,airplane_0304.jpg,"['A large jetliner flying through the sky.', 'A plane flying in the sky with a propeller.', 'A propeller plane is flying in a museum.', 'A pair of scissors on a table with a picture of a person holding a remote.', 'A pair of scissors on a wooden surface.', 'A pair of scissors on a black surface.', 'A pair of scissors on a wooden surface.', 'A pair of scissors and a pair of scissors on a table.', 'A pair of scissors and a pair of scissors on a table.', 'A pair of scissors and a pair of scissors on a table.', 'A pair of scissors and a pair of scissors next to a cup of coffee.']"
DRSL3_0_6,fruit_0392.jpg,"['A close up of a large apple on a table.', 'A close up of a green apple on a green apple.', 'A close up of a plant with a green background.', 'A small bird is sitting on a piece of fruit.', 'A small bird is sitting on a yellow flower.', 'A white teddy bear is sitting on a white blanket.', 'A white polar bear is sleeping in the snow.', 'A polar bear is standing in the snow.', 'A polar bear is standing in the snow.', 'A polar bear is walking through the snow.', 'A man in a wet suit is riding a snowboard.']"
DRSL3_0_6,motorbike_0266.jpg,"['A motorcycle parked on the side of the road.', 'A motorcycle parked in front of a building with a large window.', 'A motorcycle parked in front of a store with a large display.', 'A motorcycle parked in front of a display of vintage motorcycles.', 'A motorcycle parked in front of a display of vintage cars.', 'A large statue of a man on a table.', 'A large statue of a man in a dress is on display.', 'A large clock on a shelf in a room.', 'A clock with a statue of a bear on it.', 'A clock with a bunch of different things on it.', 'A clock with a bunch of different clocks on it.']"
DRSL3_0_6,fruit_0345.jpg,"['A close up of a apple with a dark background.', 'A large red apple in a red vase.', 'A large red and white cake with a flower in it.', 'A vase with a bunch of colorful flowers in it.', 'A colorful teddy bear is sitting on a red blanket.', 'A bunch of colorful teddy bears sitting on top of a bed.', 'A suitcase with many different types of luggage.', 'A bunch of luggage sitting on top of each other.', 'A bunch of luggage sitting on top of each other.', 'A bunch of luggage sitting on top of each other.', 'A bunch of luggage sitting on top of each other.']"
DRSL3_0_6,cat_0840.jpg,"['A cat is sleeping on a blanket in the snow.', 'A cat is sleeping on a blanket on a bed.', 'A cat is sleeping on a couch with a cat on it.', 'A cat is sitting on a couch with a remote.', 'A cat is sitting on a couch with a remote.', 'A cat is sitting on a chair with a remote.', 'A cat is sitting on a chair with a remote.', 'A cat is sitting on a chair with a remote.', 'A cat is sitting on a chair with a tie on.', 'A cat is sitting on a chair with a remote.', 'A cat is standing on a table with a tie on it.']"
DRSL3_0_6,person_0113.jpg,"['A man with a beard and a tie is smiling.', 'A man with a beard is standing in front of a wall.', 'A man is standing in a bed with a stuffed animal.', 'A woman laying in bed with a baby.', 'A baby is sleeping in a bathtub.', 'A baby is sleeping in a bed with a blanket.', 'A baby in a crib with a baby in it.', 'A baby is sleeping in a crib with a toy.', 'A baby in a crib with a baby in it.', 'A baby in a crib with a baby in it.', 'A baby in a crib with a baby in it.']"
DRSL3_0_6,dog_0103.jpg,"['A man is playing with a black dog.', ""A cat is sleeping on a person's lap."", ""A cat is sleeping on a person's lap."", ""A cat is sleeping on a blanket with a cat on it's back."", ""A cat is sleeping on a blanket with a cat on it's back."", 'A cat is sleeping on a piece of fabric.', ""A cat is sleeping on a bed with a cat's head."", 'A cat is sitting in a window sill.', 'A cat is sleeping on a piece of fabric.', 'A cat is sitting in a window sill.', 'A cat is sitting on a window sill.']"
DRSL3_0_6,airplane_0397.jpg,"['A large jetliner sitting on top of a runway.', 'A plane is parked in a hangar with a man standing next to it.', 'A large computer desk with a large amount of electronics.', 'A laptop computer and a remote control sitting on a table.', 'A computer desk with a keyboard, mouse, and other items.', 'A wooden table with a computer and a keyboard.', 'A wooden table with a wooden spoon and a computer.', 'A wooden table with a wooden spoon and a wooden table cloth.', 'A wooden table with a wooden spoon and a wooden spoon.', 'A wooden table with a wooden spoon and a wooden spoon.', 'A wooden table with a knife and a cup of tea.']"
DRSL3_0_6,car_0541.jpg,"['A black and white photo of a car parked in the street.', 'A motorcycle parked in a parking lot with a car on the road.', 'A motorcycle parked in a parking lot with a large tire.', 'A motorcycle parked in a parking lot with a large tire.', 'A motorcycle parked on a wooden floor next to a wooden table.', 'A motorcycle parked on a wooden table with a helmet on it.', 'A motorcycle is sitting on a wooden table.', 'A motorcycle is sitting on a wooden table.', 'A motorcycle with a helmet on top of it.', 'A motorcycle is sitting on a table with a small piece of wood.', 'A motorcycle with a helmet on top of it.']"
DRSL3_0_6,cat_0708.jpg,"['A black and white cat is sitting on a metal fence.', 'A cat is sleeping on a wooden floor.', 'A cat is sleeping in a pile of clothes.', 'A suitcase is piled up in a room.', 'A suitcase is stacked up on the floor.', 'A large pile of luggage on a bed.', 'A suitcase with many different items on it.', 'A pile of luggage sitting on top of a bed.', 'A large suitcase with many different items on it.', 'A pile of luggage on a floor in a room.', 'A large pile of luggage on a bed.']"
DRSL3_0_6,fruit_0837.jpg,"['A close up of a yellow and orange shaped fruit.', 'A large orange is sitting on top of a yellow object.', 'A large red and white fire hydrant on a table.', 'A large red and white teddy bear sitting on top of a red and white fire hydrant', 'A red and white teddy bear sitting on top of a red and white teddy bear.', 'A red and white teddy bear sitting on a red couch.', 'A bed with a red blanket and a red blanket.', 'A bed with a blanket and a stuffed animal on it.', 'A couch with a red blanket on it in a room.', 'A bed with a blanket and a pillow on it.', 'A bed with a blanket and a pillow on it.']"
DRSL3_0_6,car_0294.jpg,"['A white car parked in front of a red car.', 'A white car parked on the side of the road.', 'A white and black motorcycle parked on a dirt road.', 'A white and black motorcycle parked on a dirt road.', 'A white and black motorcycle parked on a dirt road.', 'A motorcycle parked in a parking lot with a fence in the background.', 'A white and black motorcycle parked on a dirt ground.', 'A motorcycle parked in a dirt field next to a fence.', ""A motorcycle with a helmet on it's back."", 'A motorcycle is parked on a dirt ground.', ""A motorcycle with a helmet on it's back.""]"
DRSL3_0_6,airplane_0439.jpg,"['A large jetliner flying over a large airport.', 'A man standing next to a plane on a runway.', 'A man standing next to a man holding a surfboard.', 'A man standing next to a man holding a sign.', 'A man standing next to a cow with a sign.', 'A man standing next to a cow with a sign.', 'A man holding a sign with a dog on it.', 'A man standing next to a cow with a sign.', 'A man standing next to a wooden fence holding a sign.', 'A man standing next to a cow with a sign.', 'A man standing next to a wooden fence with a cow.']"
DRSL3_0_6,dog_0690.jpg,"['A dog is sitting on a bed with a pillow.', 'A dog is sitting on a couch with a stuffed animal.', 'A dog is sitting on a couch with a stuffed animal.', 'A dog is sitting on a couch with a red and white striped blanket.', 'A dog is sitting on a couch with a red and white striped blanket.', 'A dog is standing on a rug in front of a wall.', 'A dog standing in front of a wall with a sign.', 'A dog standing in front of a building with a sign on it.', 'A black and white dog standing next to a street sign.', 'A black and white photo of a street sign.', 'A black and white photo of a street sign.']"
DRSL3_0_6,car_0119.jpg,"['A car parked in a parking lot next to a building.', 'A group of cars parked on the side of the road.', 'A group of cars parked next to each other on a street.', 'A group of motorcycles parked in a parking lot.', 'A group of motorcycles are lined up on a street.', 'A group of motorcycles are lined up on a street.', 'A group of motorcycles are lined up on a street.', 'A group of men riding motorcycles down a street.', 'A group of motorcyclists are riding on a motorcycle.', 'A group of men riding motorcycles down a street.', 'A group of men riding motorcycles down a street.']"
DRSL3_0_6,motorbike_0063.jpg,"['A motorcycle parked in front of a large building.', 'A motorcycle is parked on the ground in front of a wall.', 'A motorcycle is parked on the ground with a helmet on.', 'A motorcycle is parked on the ground with a helmet on.', ""A motorcycle with a helmet on it's back."", 'A pair of shoes on a table with a bike.', 'A pair of scissors and a pair of scissors on a table.', 'A pair of scissors and a pair of scissors on a table.', 'A pair of scissors and a pair of scissors on a table.', 'A pair of scissors and a pair of scissors on a table.', 'A pair of scissors and a pair of scissors on a table.']"
DRSL3_0_6,car_0934.jpg,"['A car is parked in front of a red car.', 'A white car is parked in front of a red and white car.', 'A white and black motorcycle parked in a parking lot.', 'A white and black motorcycle parked in a parking lot.', 'A large white and black motorcycle sitting on a carpet.', 'A large white and blue toy is on a table.', 'A large white teddy bear sitting on top of a table.', 'A large teddy bear sitting on top of a bed.', 'A large teddy bear sitting on top of a bed.', 'A large teddy bear sitting on top of a bed.', 'A large stuffed animal is on a bed.']"
DRSL3_0_6,cat_0594.jpg,"['A cat is sleeping on a bed with a window.', 'A cat is sitting on a blanket in front of a mirror.', 'A cat is standing on a floor with a pair of shoes.', 'A cat is standing on a pair of shoes.', 'A cat is playing with a toy in its mouth.', 'A cat is standing on a pair of shoes.', 'A cat is playing with a pair of shoes.', 'A black and white cat is playing with a pair of scissors.', 'A cat is playing with a pair of scissors.', 'A black and white cat is playing with a pair of scissors.', 'A black and white cat playing with a pair of scissors.']"
DRSL3_0_6,car_0687.jpg,"['A black and white photo of a car parked in a garage.', 'A black and white car is parked in front of a computer.', 'A black and white computer keyboard sitting on top of a desk.', 'A computer keyboard and mouse on a desk.', 'A computer mouse sitting on top of a keyboard.', 'A computer keyboard and mouse on a desk.', 'A computer keyboard and mouse on a desk.', 'A computer keyboard and mouse on a desk.', 'A keyboard and mouse on a desk.', 'A keyboard and mouse are on a desk.', 'A keyboard and mouse on a desk.']"
DRSL3_0_6,dog_0345.jpg,"['A dog wearing a red and white striped shirt.', 'A white dog wearing a red tie.', 'A close up of a dog wearing a tie.', 'A close up of a white and red tie.', ""A close up of a close up of a person's face."", 'A close up of a mirror with a picture of a person.', 'A close up of a plate with a flower in it.', 'A close up of a plate with a flower in it.', 'A white plate with a white vase on it.', 'A plate with a piece of cake on it.', 'A plate with a piece of cake on it.']"
DRSL3_0_6,person_0752.jpg,"['A man in a suit and tie standing in front of a wall.', 'A man wearing a black and white striped shirt.', 'A man wearing a hat and a red bow tie.', 'A close up of a person wearing a hat.', 'A large white bear with a smiley face.', ""A large brown bear with a face painted on it's face."", 'A large brown bear eating a piece of cake.', 'A small brown bear eating a piece of cake.', 'A small orange is eating a piece of cake.', 'A small orange is eating a piece of cake.', 'A small orange is eating a piece of fruit.']"
DRSL3_0_6,fruit_0229.jpg,"['A close up of a large apple on a table.', 'A close up of a single apple on a tree.', 'A white and red bird sitting on top of a yellow and green flower.', 'A red and white flower in a blue vase.', 'A blue and white bird is sitting on a blue and white flower.', 'A red and white flower in a blue vase.', 'A yellow and red flower in a blue and white vase.', 'A yellow and red flower in a blue and white vase.', 'A yellow and red fire hydrant in the middle of a field.', 'A red and yellow fire hydrant in the middle of the street.', 'A red and white fire hydrant in the middle of a cloudy sky.']"
DRSL3_0_6,cat_0629.jpg,"['A cat is sitting on a white surface.', 'A small white cat laying on top of a blanket.', 'A small white and black cat laying on a blanket.', 'A baby is sleeping on a blanket with a stuffed animal.', 'A baby is sleeping on a bed with a stuffed animal.', 'A baby is sleeping on a bed with a stuffed animal.', 'A baby is sleeping in a bed with a stuffed animal.', 'A baby is sleeping in a bed with a stuffed animal.', 'A baby is sleeping in a bed with a stuffed animal.', 'A baby is sleeping in a bed with a stuffed animal.', 'A baby is sleeping in a bed with a stuffed animal.']"
DRSL3_0_6,motorbike_0784.jpg,"['A motorcycle parked in a parking lot with a red and white stripe on it.', 'A motorcycle parked in a parking lot next to a tree.', 'A motorcycle parked in a parking lot next to a tree.', 'A motorcycle parked in a row next to a tree.', 'A row of motorcycles parked in a row on a table.', 'A row of motorcycles parked in a row on a table.', 'A row of motorcycles parked in a row on a table.', 'A row of motorcycles parked in a row on a table.', 'A row of motorcycles parked in a row on a table.', 'A row of motorcycles parked in a room.', 'A row of colorful motorcycles parked in a room.']"
DRSL3_0_6,cat_0098.jpg,"['A cat is standing on the floor with a toy.', 'A black and white cat sitting on a sidewalk.', 'A black and white cat sitting on a sidewalk.', 'A black and white cat sitting on the sidewalk.', 'A black and white cat sitting on the sidewalk.', 'A black and white cat sitting on the street.', 'A cat is sitting on the street near a car.', 'A black and white cat standing on a street corner.', 'A cat is standing on the street near a building.', 'A black and white cat walking down a street.', 'A black and white cat standing on a street corner.']"
DRSL3_0_6,person_0756.jpg,"['A man in a suit and tie sitting in a chair.', 'A man in a suit and tie standing in front of a large screen TV.', 'A man wearing a hat and a hat with a smile on his face.', 'A man wearing a hat and a hat with a smile on his face.', 'A man wearing a hat and a hat with a chocolate cake.', 'A man with a hat on his head and a cake.', 'A cake with a face painted on it.', 'A cake with a giant heart shaped face on it.', 'A cake with a chocolate frosting on top of it.', 'A banana is in a blender with a spoon.', 'A banana is in a blender with a sticker on it.']"
DRSL3_0_6,motorbike_0453.jpg,"['A motorcycle parked in front of a large building.', 'A motorcycle parked in a parking lot with a lot of trees in the background.', 'A motorcycle is parked in a parking lot.', 'A motorcycle is parked in a parking lot.', 'A motorcycle with a helmet on is parked in a field.', 'A dog is riding on top of a red motorcycle.', 'A dog is riding on top of a red motorcycle.', 'A dog is riding on top of a toy truck.', 'A dog is riding on top of a toy truck.', 'A dog is standing on a snowboard in the snow.', 'A dog is standing on a snowboard in the snow.']"
