loss_name,image,answers
CE,airplane_0143.jpg,"['The plane is parked on the side of the road.', 'The picture is of a plane parked on the side of the road.', 'This is a picture of a man on a skateboard.', 'The sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue', 'This is a picture of a woman standing in front of a wall.', 'This is a picture of a skateboarder.', 'This is a picture of a person on a skateboard. The person is wearing a white shirt and black pants. The person is standing on a', 'The sky is blue, the water is blue, and there is a boat in the water.', 'This is a picture of a man on a skateboard.', 'This is a picture of a wall with a pattern on it. The pattern is made up of dots and lines. The pattern is made up of', 'This is a picture of a girl standing in front of a green wall. The girl is wearing a green dress and has her hands on the wall']"
CE,car_0409.jpg,"['The picture is of a car on display at a car show.', 'The car is parked in front of a building.', 'The car is parked in front of a building.', 'This is a picture of a man on a skateboard.', 'This is a picture of a woman standing in front of a patterned wall.', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hands on her hips.', 'The image is a picture of a wall with a green background and a brown wall in front of it. The wall in front of the green wall', 'The image is a picture of a girl holding a bunch of flowers. The girl is standing in front of a bunch of flowers. The girl is', 'The image is of a green and brown patterned wall. The patterned wall is made up of a green and brown patterned patterned wall', 'This is a picture of a girl holding a bunch of flowers in her hands. The girl is wearing a white dress with a yellow border. The', 'The image is of a vase of flowers in a vase of water. The vase of flowers is in a vase of water.']"
CE,dog_0358.jpg,"['The person is holding a black dog in the car.', 'The picture is of a man holding a dog.', 'The dog is looking at the camera.', 'The picture is of a dog.', 'The dog is in the car.', 'This is a picture of a woman standing in front of a building. The woman is wearing a brown jacket, brown pants, and brown shoes.', 'This is a picture of a woman standing in front of a wall with a bunch of pillows in front of her.', 'There is a man on a skateboard.', 'The man is riding a skateboard.', 'There is a dog in the picture.', 'This is a picture of a statue of a man and a woman.']"
CE,dog_0542.jpg,"['The dog is black and white.', 'The dog is standing in the grass.', 'The picture is of a cat.', 'The picture is of a dog.', 'The picture is of a cow standing in the grass.', 'The picture is of a cow lying on the ground.', 'The dog is lying down.', 'The dog is looking at the camera.', 'This is a picture of a man sitting on a bench.', 'The picture is of a man on a skateboard.', 'The picture is of a statue of an elephant.']"
CE,person_0305.jpg,"['The woman is holding a tennis racket.', 'The woman is holding a tennis racket.', 'The woman is looking at the camera.', 'The man is looking at the camera.', 'The man has a beard.', ""It is a picture of a man's face."", ""The image is of a man's face."", ""It is a picture of a man's face."", 'It is a picture of a skull.', 'I love you.', ""It's a pinball game.""]"
CE,fruit_0436.jpg,"['The image is of a strawberry.', 'The fruit is a pear.', 'The image is of a strawberry.', 'The cat is sitting on a chair.', 'The picture is of a fruit.', 'The picture is of a cake.', 'The image is of a fruit.', 'The picture is of a turtle.', 'This is a picture of a strawberry.', 'The picture is of a vase with a cat on it.', 'A sailboat is on the water.']"
CE,person_0763.jpg,"['the man is smiling', 'The man is looking at the camera.', 'The man is smiling.', 'The man is smiling.', 'The man is riding a skateboard.', 'This is a picture of a woman standing in front of a wall.', 'This is a picture of a man riding a skateboard.', 'The man is looking at the camera.', 'This is a picture of a man on a skateboard', 'The man is wearing glasses.', 'This is a picture of a man riding a skateboard.']"
CE,car_0262.jpg,"['Acura', 'The car is parked on the side of the road.', 'The car is parked on the street.', 'This is a picture of a dog.', 'This is a picture of an elephant.', 'The picture is of a set of kitchen utensils, including a spoon, a fork, a knife, and a spatula.', 'The picture is of a group of musical instruments.', 'This is a picture of a man sitting on a bench.', 'This is a picture of a bag of candy.', 'This is a picture of a man sitting in a chair.', 'This is a picture of a bag.']"
CE,person_0526.jpg,"['The man is holding a tennis racket.', 'The man is smiling.', 'The man is holding a baseball bat.', 'The picture is of a man with his mouth open.', 'The man is looking at the camera.', 'The man is holding a baseball bat.', 'It is a picture of a man holding his hand to his face.', ""The image is of a man's face."", 'The picture is of a man and a woman.', 'The sky is blue and the sun is in the middle of the image.', 'The woman is smiling.']"
CE,motorbike_0030.jpg,"['The motorcycle is parked on the side of the road. The motorcycle is parked on the side of the road. The motorcycle is parked on the side', 'The motorcycle is parked on the side of the road.', 'The picture is of a motorcycle with a woman sitting on it.', 'The picture is of a motorcycle.', 'It is a picture of a horse.', 'The image is of a group of people standing in front of a sign with the letters uppercase uppercase uppercase uppercase', 'The letter G is in the middle of the image. The letters A, B, C, D, E, F, G, H,', 'The picture is of a clock with the numbers 1, 2, 3, 4, 5, 6, 7, 8, 9, 10,', 'The picture shows a group of people standing in front of a clock.', 'The picture is of a cat.', 'The picture is of a bike with the number 2 on it.']"
CE,car_0715.jpg,"['Aston Martin', 'The car is parked on the side of the road.', 'The car is parked in front of a building.', 'It is a picture of a man with a hat on his head.', 'It is a picture of a mouth.', 'It is a picture of a ball with an eye on it.', 'It is a picture of a crocodile.', 'It is a picture of a bird with a sign that reads, ""Uno, Uno, Uno, Uno, Uno,', 'It is a picture of a bear.', 'The sky is blue, the sun is shining, and there are clouds in the sky.', 'It is a picture of a car.']"
CE,car_0950.jpg,"['The audi tt is parked on the side of the road.', 'The car is parked on the street.', 'It is a picture of a suitcase.', 'The image is of a rock with writing on it.', ""The image is of a woman's face."", ""The image is of a clock with a man's face on the face of the face of the face of the face of the face of the face"", 'There is a cat in the picture.', 'This is a picture of a man on a skateboard.', 'The picture is of a black bag.', 'This is a picture of a man riding a skateboard.', 'The picture is of a car on the side of the road.']"
CE,fruit_0103.jpg,"['The potato is on top of a toothpick.', ""I don't know."", 'The image is of a brain.', 'It is a picture of a pig.', 'It is a picture of a hedgehog.', 'It is a picture of a brain.', 'I love you.', 'It is a picture of a pineapple.', 'The sky is blue, the sun is shining, the sky is cloudy, the sky is blue, the sky is blue, the sky is blue', 'This is a picture of a dog.', 'The picture is of a sandwich.']"
CE,flower_0810.jpg,"['The image is of a flower.', 'The picture is of a flower.', 'The image is of a flower.', 'This is a picture of a woman holding an umbrella.', 'The shoe is on the ground.', 'This is a picture of a flower.', 'The image is of a man riding a skateboard in front of a building. The building is in the background and the man is in front of', '', 'The picture is of a bunch of pink and white flowers on a white background. The picture is of a bunch of pink and white flowers on a', 'This is a picture of a bunch of green leaves on a wall. It is a picture of a bunch of green leaves on a wall.', 'The image is of a woman in a floral patterned dress. She is standing in front of a brick wall. She is wearing a floral pattern']"
CE,flower_0564.jpg,"['Red hibiscus', 'The picture is of a hibiscus flower.', 'The picture is of a flower.', 'The picture is of a flower.', 'This is a picture of a woman wearing a patterned dress with a patterned scarf on her head and a patterned hat on her head.', 'This is a picture of a wall with a bunch of pillows in front of it. The pillows are in front of the wall and the', 'The image is of a woman standing in front of a green wall. The woman is wearing a green dress and has brown hair and brown eyes.', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress. The wall behind the girl has a', 'This is a picture of a bunch of flowers in a vase. The flowers are in a vase and the vase is on the floor', 'this is a photo of a man on a skateboard', 'The picture shows a group of people sitting on a bench.']"
CE,fruit_0140.jpg,"['The image is of a green fruit.', 'The picture is of a frisbee.', 'The image is of a fruit.', 'The image is of a turtle.', ""The image is of a man's face."", 'The turtle is sitting on the ground.', 'This is a picture of a football.', 'The picture is of an umbrella with an elephant on it.', 'It is a picture of a pillow.', 'It is a picture of a brain.', 'The image is of a horse.']"
CE,person_0373.jpg,"['a man in a suit and a yellow tie is standing in front of a group of men in suits and a yellow tie', 'The man is looking at the camera.', 'The man on the left has a smile on his face. The man on the right has a smile on his face.', 'The picture is of a group of people.', 'The man has a mustache.', 'The man is looking at the camera.', 'The man on the left is wearing glasses. The man on the right is wearing glasses.', ""It is a picture of a person's hand."", 'The sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue', 'This is a picture of a woman standing in front of a wall. The woman is wearing a brown dress with a brown jacket and brown boots.', 'There is a man sitting on a bench with his back to the camera.']"
CE,airplane_0265.jpg,"['The picture is of an airplane parked on the tarmac of an airport.', 'The picture shows a plane with the words finland written on it.', 'The picture is of an airplane.', 'The picture is of an airplane parked on the tarmac of an airport.', 'The man is riding a skateboard.', 'The picture is of a Ferris wheel.', 'The picture is of an airplane parked on the tarmac of an airport.', 'The picture is of a plane.', 'It is a picture of a couch.', 'The image is of a man lying on the ground.', 'The horse is in front of a building.']"
CE,cat_0751.jpg,"['The cat is sitting on a shelf.', 'The cat is looking at the camera.', 'The cat on the left is the cat on the right. The cat on the right is the cat on the left. The cat on the left', 'The cat is looking at the camera.', ""The woman is sitting on the horse's head."", 'The picture is of a bull.', 'The image is of a unicorn.', 'It is a picture of a cow.', 'It is a picture of a unicorn.', 'This is a picture of a skateboarder riding a skateboard.', 'The cat is sleeping.']"
CE,person_0761.jpg,"['the man is wearing a blue tie', 'The man is looking at the camera.', 'The man is holding a microphone in front of his face.', 'The man is looking at the camera.', 'This is a picture of a man on a skateboard. He is holding a skateboard in his right hand. He is wearing a white shirt', 'This is a picture of a girl standing in front of a wall.', 'The sky is blue and the sun is in the middle of the picture.', 'The man is looking at the camera.', 'This is a photo of a man on a skateboard', 'The picture is of a clock with a clock face on it. The picture is of a clock with a clock face on it. The picture is', 'The man is looking at the camera.']"
CE,fruit_0568.jpg,"['The image is of a fruit.', 'The picture is of an orange.', 'The picture is of a fruit with writing on it.', 'The picture is of a clock.', 'This is a picture of a man on a skateboard.', 'The picture is of a fruit.', 'This is a picture of a man on a skateboard', 'This is a picture of a clock.', 'This is a picture of a necklace.', 'The image is of a bee on a bee on a bee on a bee on a bee on a bee on a bee on a bee on a', 'The picture is of a necklace.']"
CE,car_0070.jpg,"['Acura', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'The picture is of a car parked on the side of the road.', 'The car is parked on the side of the road.', 'The sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue', 'This is a picture of a baby in a stroller.', 'The sky is blue, the sky is green, the sky is brown, the sky is orange, the sky is pink, the sky is blue', 'The man is riding a skateboard.', 'The car is parked on the street.', 'This is a picture of a man lying on a couch.']"
CE,dog_0356.jpg,"['The dog is looking at the camera.', 'The dog is looking at something.', 'The dog has a stethoscope around its neck.', 'The image is of a dog with green eyes.', 'This is a picture of a statue of a bull.', 'The picture is of a dog sitting on the floor.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a clock.', 'The man is riding a skateboard.', 'This is a picture of a man standing in front of a group of people.', 'This is a picture of a man riding a skateboard.']"
CE,cat_0658.jpg,"['The cat is looking at the camera.', 'The cat is looking up.', 'The cat is looking at the camera.', 'The picture is of a man and his dog.', 'This is a picture of a teddy bear.', 'The picture is of a teddy bear.', 'The woman is sitting on top of the horse.', 'It is a picture of a man and a woman.', 'The image is of a dog.', 'The picture is of a statue of a bear.', 'The woman is holding the elephant in front of her.']"
CE,dog_0120.jpg,"['The dog has a collar with the name of the dog on it.', 'The dog is looking at the camera.', 'The dog is standing in front of a door.', 'The dog is wearing a dog collar.', 'The image is of a statue of a horse.', 'The picture is of a dog.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a building with a clock on top of it.', 'This is a picture of a man on a skateboard', 'This is a picture of a clock.', 'This is a picture of a man riding a skateboard.']"
CE,airplane_0654.jpg,"['The plane is parked on the tarmac.', 'The picture is of a plane on the runway.', 'The picture is of a man on a skateboard.', 'The picture is of an airplane.', 'The picture is of a plane.', 'The bus is parked on the side of the road.', 'This is a picture of a woman standing in front of a wall.', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress and has her hands on the wall.', 'The image is a picture of a wall with a green background and a brown wall in front of it. The wall in front of the green wall', 'The image is of a person wearing a green dress. The dress is made of green fabric. The dress has a green border. The dress is', 'This is a picture of a wall with a bunch of pillows in front of it. It is a picture of a wall with a bunch of']"
CE,person_0193.jpg,"['a man with curly hair is looking at the camera', 'The man is smiling.', 'The man on the left has his mouth open. The man on the right has his mouth open. The man on the left has his mouth open', 'The man is looking at the camera.', 'The man is looking at the camera.', 'This is a picture of a woman standing in front of a wall.', 'The sky is blue and the sun is in the middle of the picture.', 'this is a picture of a person riding a skateboard on a skateboard ramp in front of a skateboard ramp in front of a skateboard', 'There is a man on a skateboard with a skateboard in his hand. There is a man on a skateboard with a skateboard in', 'The man is looking at the camera.', 'The man is looking at his phone.']"
CE,fruit_0507.jpg,"['There is a banana in the picture.', 'The picture is of a cucumber.', 'The picture is of a group of bananas.', 'This is a picture of a pillow with letters written on it.', 'It is a picture of a caterpillar.', 'The picture is of a banana.', 'The sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue', 'The picture is of a carrot.', 'The sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue', 'This is a picture of a toothbrush.', 'The sky is blue.']"
CE,car_0686.jpg,"['aston martin', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'The picture is of a car.', 'The elephant is looking at the elephant in front of it. The elephant in front of the elephant is looking at the elephant in front of it.', 'The picture is of a bear.', 'The picture is of a monkey.', 'The picture is of an elephant.', 'The bear on the left is a teddy bear. The bear on the right is a bear. The bear on the left is a bear.', 'This is a picture of a train.', 'This is a picture of a man riding a skateboard.']"
CE,flower_0655.jpg,"['The photo is of a field of poppies.', 'The picture is of a field of poppies.', 'The picture is of a flower.', 'The picture is of a group of poppies.', 'This is a picture of a flower.', 'This is a picture of a flower.', 'This is a picture of a flower.', 'This is a picture of a bottle of ketchup.', 'The picture is of a flower.', 'This is a photo of a man on a surfboard.', 'this is a photo of a person on a skateboard']"
CE,cat_0626.jpg,"['The cat is sitting on the floor.', 'The cat is looking at the camera.', 'The cat is sleeping.', 'This is a picture of a cat.', 'It is a picture of a cat.', 'It is a picture of a wolf.', 'It is a picture of a cat.', 'It is a picture of a hedge.', 'It is a picture of a tree with writing on it.', 'It is a picture of a person.', 'It is a picture of a man sitting in a chair.']"
CE,motorbike_0296.jpg,"['The man is riding a motorcycle.', 'The man is sitting on the motorcycle.', 'The woman is standing next to a motorcycle.', 'The image is of a man and a cat.', 'The picture is of a woman standing in front of a group of dogs.', 'The picture is of a group of people standing in front of a building.', ""The picture is of a man and a woman. The man is holding the woman's hand. The woman is holding the man's hand. The"", 'The picture shows a man with a beard and a woman with long hair. The man has a mustache and the woman has long hair.', 'The man on the left is wearing a black t-shirt. The man on the right is wearing a white t-shirt. The man on', 'The girl with the heart on her face is the girl on the left. The girl with the heart on her face is the girl on the right', 'The woman is looking at her phone.']"
CE,person_0918.jpg,"['The man in the photo is wearing a blue shirt.', 'The man is looking at the camera.', 'The woman is looking at the camera.', 'The image is of a man with his tongue hanging out of his mouth.', 'The woman is looking at the camera.', 'The man is looking at the camera.', 'The woman has her mouth open.', 'The woman has a nose ring.', 'The face of a man.', 'This is a picture of a man riding a skateboard.', 'The man is riding a skateboard.']"
CE,fruit_0737.jpg,"['The picture is of a fruit.', 'The picture is of a doughnut sitting on top of a plate.', 'It is a picture of a brain.', 'The picture is of an umbrella.', 'This is a picture of a man riding a skateboard.', 'The sky is filled with clouds and the sun is shining on the clouds.', 'The sky is blue and the sun is in the middle of the image.', 'This is a picture of a plate with food on it.', 'The picture is of a person sitting in a chair.', 'The ball is in the air.', 'This is a picture of a scythe.']"
CE,airplane_0658.jpg,"['The plane is on the runway.', 'The picture is of a plane.', 'The plane is in the water.', 'The sky is blue and the sun is in the middle of the picture.', 'It is a picture of a clock.', 'The man is riding a skateboard.', 'The picture is of a vending machine.', 'The picture is of a plane sitting on the ground.', 'This is a picture of a train.', 'There is a man on a skateboard in front of a building.', 'The man is riding a skateboard.']"
CE,dog_0699.jpg,"['The dog is looking at the camera.', 'The dog is smiling.', 'The dog is looking at the camera.', 'The sky is blue and the sun is in the middle of the picture.', 'The picture is of a man sitting in a chair.', 'This is a picture of a woman standing in front of a patterned wall. The patterned wall is made up of squares and triangles. The', 'This is a picture of a wall with a bunch of pillows in front of it. The pillows are green and the wall is brown.', 'This is a picture of a girl standing in front of a wall. The girl is wearing a white dress. The wall behind the girl has a', 'The image is of a woman holding a bunch of flowers. The woman is wearing a green dress and has brown hair. She is standing in front', 'This is a picture of the wall of a room in a house. The wall is made of yellow and brown bricks. The wall is made of', 'The image is of a girl in a field of green grass. The girl is wearing a green dress. The girl is standing in a field of']"
CE,airplane_0127.jpg,"['The picture is of a plane flying in the sky.', 'The picture is of a plane flying in the sky.', 'The picture is of a plane with the word POWER written on it.', 'The picture is of a bird.', 'It is a picture of a cow.', 'The image shows a group of people standing in front of a building.', 'The picture is of a plane on the ground.', 'The sky is blue and the sun is in the middle of the picture.', 'The horse has a horn on top of its head.', 'It is a picture of a cow.', 'Rhinoceros.']"
CE,flower_0480.jpg,"['The picture is of a flower.', 'The picture is of a flower.', 'This is a picture of a cactus.', 'This is a picture of a man sitting on a bench.', 'This is a picture of a group of people.', 'This is a picture of a clock.', 'The image is of a man sitting on a bench.', 'The image is of a man painting on a piece of paper.', 'This is a picture of a man on a skateboard.', 'This is a picture of a flower.', 'It is a picture of a cat.']"
CE,motorbike_0578.jpg,"['The motorcycle is parked on the side of the road.', 'The picture shows a motorcycle parked on the side of the road.', 'The motorcycle is parked in front of a building.', 'The picture is of a motorcycle.', 'The picture shows a motorcycle parked in front of a building.', 'The picture is of a motorcycle.', 'It is a picture of a motorcycle.', 'The bike is in front of a sign that says, ""I love you.""', 'It is a picture of a bicycle.', 'I love to ride.', 'The motorcycle is parked in front of a building.']"
CE,cat_0214.jpg,"['The person is holding the cat.', 'The cat is lying on the couch.', 'The cat is looking at the person.', 'The cat has green eyes.', 'The cat is looking at the frisbee.', 'The cat is in the middle of the picture.', 'The picture is of a cat.', 'The woman is looking at the computer screen.', 'The image is of a woman with a ring on her finger.', ""I don't know."", 'The image is of an elephant.']"
CE,person_0054.jpg,"['a man with glasses and a white shirt is speaking into a microphone', 'The man is speaking into a microphone.', 'The man is wearing glasses.', 'The man is looking at the camera.', 'The image is of a man holding a spoon.', ""The image is of a man's face."", 'It is a picture of a toilet.', 'The man is wearing a white shirt.', 'This is a clock.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a woman standing in front of a patterned wall. The patterned wall is made up of brown and white squares.']"
CE,fruit_0905.jpg,"['The fruit is a pomegranate.', 'The image is of a pear.', 'The image is of a potato.', 'The image is of a fruit with a knife on top of it.', 'This is a picture of a man holding a banana. The man is holding the banana with his left hand. The man is holding the banana with', 'It is a picture of a banana with writing on it.', 'It is a picture of a bird.', 'The picture is of a pillow with writing on it.', 'The picture shows a plate of food with a fork on top of it.', 'The picture is of a man sitting on a chair.', 'The picture is of a fruit.']"
CE,flower_0166.jpg,"['A flower with yellow and white petals.', 'The picture is of a flower.', 'The image is of a dandelion.', 'This is a picture of a flower.', 'This is a picture of a man standing in front of a group of oranges.', 'This is a picture of a fire hydrant.', 'This is a picture of a man riding a skateboard.', 'The sky is blue.', 'This is a picture of a flower.', 'This is a picture of a teddy bear holding an ice cream cone.', 'The picture is of a cake with frosting on it.']"
CE,fruit_0233.jpg,"['The ball is yellow and has a hole in the middle.', 'The picture is of a melon.', 'This is a picture of a plate with writing on it.', 'This is a picture of a cow.', 'It is a picture of a cat.', 'The picture is of a pizza.', 'This is a picture of a pillow.', 'The picture is of a man standing in front of a table with a plate of food in front of him.', 'It is a picture of a snowman.', 'The sky is blue, the sun is yellow, and the clouds are white.', 'The picture is of a pine cone. The picture is of a pine cone. The picture is of a pine cone. The picture is of a']"
CE,person_0080.jpg,"['the man is wearing a red hoodie and a black jacket', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The man is looking at the sky.', 'The man is looking at the camera.', 'The man has a beard.', 'The image is of a man holding his hand to his face.', ""The image is of a woman's face."", 'The image is of a man holding a baseball bat.', 'The man on the left is the man on the left. The man on the right is the man on the right. The man on the right', 'The man is holding a cell phone.']"
CE,fruit_0955.jpg,"['The picture is of an apple.', 'The picture is of an apple.', ""The image is of a man's face."", 'The image is of a pumpkin.', 'It is a picture of an orange.', 'The picture is of a hat with writing on it.', 'I love you, I miss you, I miss you, I miss you, I miss you, I miss you, I miss you, I', 'It is a picture of a person sitting on a chair.', 'It is a picture of a book.', 'The ice cream is on top of the cake.', 'It is a picture of a phone.']"
CE,cat_0000.jpg,"['The cat is looking at the camera.', 'The cat is looking at the camera.', 'The picture is of a kitten.', 'The cat has blue eyes.', 'The image is of a man with horns on his head.', 'It is a picture of a skateboarder riding a skateboard.', 'This is a picture of a cat in a cage.', 'This is a picture of a man riding a bicycle.', ""It's a play area for children."", 'The man is riding a skateboard.', 'There is a cake on top of a cake on top of a cake on top of a cake on top of a cake on top of a cake']"
CE,airplane_0622.jpg,"['The picture is of an airplane flying in the sky.', 'The plane is in the air.', 'The plane is in the air.', 'The plane is sitting on the ground.', 'The sky is blue and the sun is in the middle of the image.', 'This is a picture of a woman standing in front of a wall.', 'This is a picture of a man riding a skateboard.', 'The person is holding a scythe.', 'The picture is of a giraffe.', 'The image is of a banana.', 'The picture shows a bowl full of nuts.']"
CE,motorbike_0708.jpg,"['Ducati Multistrada 1200', 'The motorcycle is parked in front of a building.', 'The picture is of a motorcycle.', 'The picture is of a drummer playing the drums.', 'The bike is parked in front of a building.', 'The man is riding a bicycle.', 'The picture shows a bicycle with a heart on it.', 'It is a picture of a turtle.', 'The picture is of a woman sitting on a bicycle.', 'The picture is of a motorcycle parked in front of a building.', 'The picture shows a bicycle with a red shoe on it.']"
CE,person_0128.jpg,"['an old woman with white hair and a red jacket is smiling at the camera', 'The woman is smiling.', 'The woman is looking at the camera.', 'The man is looking at the camera.', 'The man is looking at the camera.', 'The picture shows a man with his mouth open.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a man with his hands on his head.', 'This is a picture of an ice cream cone.', 'This is a photo of a man on a skateboard in front of a red and yellow striped background. The photo was taken in front of a', 'This is a picture of a wall with a bunch of pillows in front of it. The pillows are in front of a wall with a']"
CE,car_0298.jpg,"['The car is yellow and has a license plate on the front of the car. The car is parked in front of a house. The car is', 'The car is parked on the side of the road.', 'The car is parked on the side of the road.', 'The car is parked in front of a house.', 'The car is yellow and has a hat on it.', 'It is a picture of a ring.', 'This is a picture of a car.', 'This is a picture of a car.', 'This is a picture of a bus.', 'this is a picture of a person on a skateboard', 'The sky is blue and the sun is in the middle of the image.']"
CE,cat_0664.jpg,"['The person is holding the cat.', 'The cat is looking at the camera.', ""The cat is sitting on the person's hand."", 'This is a picture of a man riding a skateboard.', 'The picture is of a man holding a dog.', 'The picture is of a cat.', 'The picture is of a vase.', 'This is a picture of a statue of a man holding a cup.', 'This is a picture of a man riding a skateboard.', 'This is a picture of a woman wearing a ring on her left hand.', 'This is a picture of a christmas tree.']"
