loss_name,pic_name,answers,meteor_socres
CE,car_0021.jpg,"['A car parked in a parking lot next to a street.', 'A car is parked in a parking lot with a large amount of cars.', 'A large white truck parked in a parking lot.', 'A large truck with a large tire on it.', 'A small motorbike with a large tire on it.']","[1, 0.6996, 0.4851, 0.1271, 0.1271]"
CE,car_0023.jpg,"['A car is driving down a street with a large car.', 'A white truck parked in a parking lot.', 'A white truck parked in a field with a black and white picture on the side of the road', 'A man sitting on a bed with a suitcase.']","[1, 0.1282, 0.2485, 0.3153]"
CE,car_0028.jpg,"['A car is parked in front of a building.', 'A motorcycle parked in a parking lot with a car on the back of it.', 'A motorcycle is parked in a parking lot.', 'A motorcycle racer is riding on the road.', 'A motorcycle rider is riding on a dirt road.', 'A man on a horse jumping in the air.']","[1, 0.4524, 0.5163, 0.1515, 0.2, 0.2]"
CE,car_0029.jpg,"['A car is driving down the street with a car in the background.', 'A white and black car parked next to a building.', 'A white truck parked next to a brick building.', 'A row of parked cars parked next to each other.', 'A row of parked cars parked next to each other.', 'A row of parked bikes parked on a wooden bench.', 'A row of parked bikes parked on a wooden bench.', 'A row of benches on a park bench.']","[1, 0.146, 0.1103, 0.1095, 0.1095, 0.1095, 0.1095, 0.1111]"
CE,car_0034.jpg,"['A car is parked in a parking lot with a large car.', 'A white truck parked on a dirt road.', 'A white truck parked on a dirt road.', 'A white truck driving down a dirt road.', 'A large white truck driving down a dirt road.', 'A train traveling down a track near a forest.']","[1, 0.1587, 0.1587, 0.119, 0.1575, 0.1575]"
CE,car_0035.jpg,"['A car parked in front of a building with a large window.', 'A car is parked in a parking lot with a motorcycle.', 'A motorcycle parked on the side of the road.', 'A motorcycle with a red and white stripe on it.', 'A toy car is shown with a remote control.', 'A remote control is shown with a remote control in the background.']","[1, 0.5445, 0.1575, 0.2466, 0.2929, 0.2862]"
CE,car_0036.jpg,"['A car is driving down a street with a car on the road.', 'A white and black car parked on a street.', 'A white truck parked next to a wooden table.', 'A large white truck parked on a wooden floor.', 'A large white truck parked on a wooden floor.', 'A bed with a bed with a bedspread on it.']","[1, 0.2206, 0.1103, 0.1471, 0.1471, 0.3112]"
CE,car_0037.jpg,"['A white car parked in front of a building.', 'A white car parked in a parking lot.', ""A motorcycle with a large tire on it's seat."", 'A laptop computer sitting on top of a bed.']","[1, 0.6792, 0.1485, 0.3156]"
CE,car_0040.jpg,"['A car parked in a parking lot next to a street.', 'A white car parked in front of a building.', 'A white car parked in front of a red truck.', 'A red and white car with a red and white stripe on the front.', 'A toy elephant is sitting on a table.']","[1, 0.4331, 0.4295, 0.1626, 0.1282]"
CE,car_0044.jpg,"['A truck parked in a parking lot next to a building.', 'A large yellow truck parked in a room.', 'A toy toy is sitting on a bed.']","[1, 0.4368, 0.1282]"
CE,car_0045.jpg,"['A car is parked in front of a building.', 'A car is driving down the street with a motorcycle.', 'A motorcycle is driving down the road with a car behind it.', 'A motorcycle is driving down a road with a flag on the back.', 'A motorcycle racer racing on a track with a red stripe on the front.', 'A man on a motorcycle is racing through the dirt.', 'A man on a horse jumping over a fence.']","[1, 0.4416, 0.2427, 0.1923, 0.1905, 0.198, 0.15]"
CE,car_0047.jpg,"['A car is parked in a parking lot with a large car.', 'A white and black motorcycle parked in a parking lot.', 'A large white truck parked on a dirt road.', 'A large white truck parked on a dirt road.', 'A large truck with a large amount of dirt on it.', 'A large truck with a large red and white stripe on it.', 'A train traveling down a track in a mountainous area.']","[1, 0.4472, 0.1969, 0.1969, 0.3457, 0.3431, 0.2344]"
CE,car_0050.jpg,"['A car is parked in a parking lot with a car on the road.', 'A white truck parked in a parking lot.', 'A white truck parked in front of a brick building.', 'A white truck parked in front of a brick building.', 'A large red and white truck parked in a room.', 'A large red and white truck parked in a room.', 'A large bed with a large bed in it.']","[1, 0.3975, 0.2548, 0.2548, 0.2548, 0.2548, 0.2566]"
CE,car_0051.jpg,"['A car parked in a parking lot next to a truck.', 'A white truck parked in a field with a large tree in the background.', 'A white and black truck parked in a field.', 'A white and black truck with a red and white stripe on the front.', 'A large white and red truck parked in a field.', 'A large white and black horse standing on a lush green field.']","[1, 0.2846, 0.3613, 0.1626, 0.3583, 0.1653]"
CE,car_0052.jpg,"['A white car parked in a parking lot next to a street.', 'A white truck parked in a parking lot.', 'A truck with a large red and white truck in the background.', 'A truck with a large red and white truck on it.', 'A truck with a large red and white truck bed.', 'A small truck with a large bed in it.', 'A cat laying on a bed with a laptop.']","[1, 0.501, 0.1923, 0.155, 0.1563, 0.1575, 0.1575]"
CE,car_0053.jpg,"['A car parked in front of a building with a window.', 'A car is driving down the street with a car on the road.', 'A car is driving down the street with a red and white car.', 'A motorcycle is driving down the street in a city.', 'A motorcycle is driving down the street with a car behind it.', 'A group of motorcycles are driving down a street.', 'A motorcycle racer racing on a track with a crowd watching.', 'A group of men on horseback on a track.']","[1, 0.3049, 0.3049, 0.1681, 0.3074, 0.1695, 0.31, 0.1695]"
CE,car_0055.jpg,"['A truck parked in a parking lot next to a building.', 'A large truck with a large amount of cargo on it.', 'A large truck with a large amount of dirt on the ground.', 'A large truck with a large amount of dirt on it.', ""A large brown and white elephant with a large amount of blood on it's face.""]","[1, 0.1667, 0.1653, 0.1667, 0.12]"
CE,car_0058.jpg,"['A white car parked in a parking lot.', 'A car is parked on a street next to a fence.', 'A car is parked next to a table with a table with a table with a table with a', 'A table with a table with a table cloth and a table with a table cloth and a table']","[1, 0.2688, 0.2, 0.1]"
CE,car_0059.jpg,"['A car is parked in a parking lot with a car on the road.', 'A car parked in a parking lot next to a street.', 'A white car parked in a parking lot.', 'A red truck parked in a parking lot.', 'A red truck parked in a field with a red and white flag on it.', 'A red and white truck with a red and white stripe on it.', 'A red suitcase with a red patterned cover.']","[1, 0.5598, 0.4384, 0.3975, 0.4651, 0.2497, 0.2192]"
CE,car_0064.jpg,"['A car parked in a parking lot next to a tree.', 'A white and black car parked in a field.', 'A large white truck parked in a field with a large white truck.', 'A large white and blue plane parked in a field.', 'A large jetliner parked in a field with a large group of people.', 'A large jetliner flying through a field of grass.']","[1, 0.4331, 0.4189, 0.3126, 0.4189, 0.1271]"
CE,car_0065.jpg,"['A car is parked in a parking lot with a large window.', 'A white car is parked in a parking lot.', 'A white truck with a black seat and a black and white car.', 'A small motorbike parked in a garage.', 'A small toy is sitting on a table.']","[1, 0.6479, 0.229, 0.2976, 0.1587]"
CE,car_0067.jpg,"['A car parked in front of a building with a large window.', 'A car is parked on the street with a truck in the background.', 'A truck driving down a dirt road with a car on the road.', 'A truck with a lot of trucks on it.', 'A truck is driving down a dirt road.', 'A group of trucks are driving down a dirt road.', 'A group of trucks are lined up on a dirt road.', 'A group of men standing next to a group of elephants.']","[1, 0.3661, 0.3255, 0.2929, 0.119, 0.1563, 0.155, 0.155]"
CE,car_0070.jpg,"['A car is parked in a parking lot with a car.', 'A white truck parked in a parking lot.', 'A white truck parked in a room with a bed.', 'A white truck with a black and white background.', 'A bed with a bed with a bedspread on it.']","[1, 0.4893, 0.5334, 0.2675, 0.3126]"
CE,car_0071.jpg,"['A car is parked in front of a car.', 'A white and black motorcycle parked in a parking lot.', 'A large white and black motorcycle parked on a carpet.', 'A black and white photo of a black and white model.']","[1, 0.3683, 0.198, 0.3094]"
CE,car_0072.jpg,"['A car parked in front of a building with a large window.', 'A white and black car parked in a garage.', 'A red and white motorcycle parked in a garage.', 'A red and white motorcycle parked in a room.', 'A pair of scissors on a table with a pair of shoes on it.']","[1, 0.4024, 0.2929, 0.2929, 0.323]"
CE,car_0073.jpg,"['A white car parked in front of a white car.', 'A large white and black car parked in a parking lot.', 'A large white and red truck parked in a parking lot.', 'A large group of military vehicles parked in a field.', 'A group of military uniforms on display.']","[1, 0.4321, 0.3841, 0.3876, 0.1402]"
CE,car_0079.jpg,"['A car is driving down a street with a large car.', 'A white truck parked in a parking lot.', 'A white truck parked in a parking lot.', 'A truck parked in a field with a large tire.', 'A truck parked on the side of a dirt road.', 'A truck parked on the ground next to a pile of dirt.', 'A wooden crate sitting on top of a dirt ground.']","[1, 0.1282, 0.1282, 0.4295, 0.1261, 0.1653, 0.1261]"
CE,car_0084.jpg,"['A car is driving down a street with a car in the background.', 'A white truck parked in a parking lot.', 'A red truck parked in a parking lot.', 'A red truck parked on the side of the road.', 'A truck parked on the side of the road.', 'A blue suitcase sitting on top of a dirt ground.']","[1, 0.1481, 0.1481, 0.1095, 0.1103, 0.2715]"
CE,car_0085.jpg,"['A car is parked in a parking lot with a red and white car.', 'A car is driving down a road with a truck in the background.', 'A truck driving down a road with a large amount of dirt.', 'A large truck driving down a dirt road.', 'A train traveling through a rural area.']","[1, 0.3571, 0.2514, 0.1042, 0.1049]"
CE,car_0087.jpg,"['A white car parked in a parking lot.', 'A car is driving down a road with a large car.', 'A car is driving down a road with a large group of people.', 'A group of cars driving down a road.', 'A group of people riding on a motorcycle.', 'A group of buses are lined up on a track.']","[1, 0.2151, 0.2105, 0.2222, 0.1667, 0.163]"
CE,car_0090.jpg,"['A car is parked in a parking lot with a car.', 'A car is parked in a parking lot with a large window.', 'A white truck parked in a field with trees in the background.', 'A white truck parked in a field with trees in the background.', 'A white truck parked in a field with trees in the background.', 'A large white truck parked in a field.', 'A large white truck parked in a field.', 'A large white truck with a large red and white stripe on it.', 'A large white truck with a large red and white stripe on it.', ""A large red and white truck with a large red and white stripe on it's side."", 'A large white and red cow standing in a field.']","[1, 0.8872, 0.2479, 0.2479, 0.2479, 0.3179, 0.3179, 0.2587, 0.2587, 0.2505, 0.1681]"
CE,car_0093.jpg,"['A car is driving down a street with a car in the background.', 'A large white truck parked in a parking lot.', 'A truck with a large tire on it parked in a field.', 'A truck parked in a field with a large amount of dirt.', 'A truck parked in a field with a large amount of dirt.', 'A large airplane parked on a dirt ground.', 'A large airplane parked on a wooden bench.', 'A large airplane parked on a wooden floor.', 'A large airplane sitting on top of a wooden bench.']","[1, 0.1471, 0.2158, 0.3068, 0.3068, 0.2338, 0.1111, 0.1111, 0.1095]"
CE,car_0098.jpg,"['A car parked in a parking lot with a large window.', 'A car is driving down the street with a car on the road.', 'A car drives down a street with a group of people on it.', 'A group of people on a street with cars.', 'A group of people riding on the backs of horses.']","[1, 0.3049, 0.4189, 0.2119, 0.084]"
CE,car_0101.jpg,"['A car is driving down a street with a large car.', 'A white truck parked on a street next to a tree.', 'A white truck parked in a field with a large amount of grass.', 'A white truck parked in a field with a large amount of vegetation.', ""A truck with a large bed in it's bed."", 'A white truck parked on a dirt ground.', 'A bed with a bed with a blanket on it.']","[1, 0.31, 0.4189, 0.4189, 0.3748, 0.1282, 0.3126]"
CE,car_0104.jpg,"['A car is parked in front of a building.', 'A car is driving down the road with a red and white car.', 'A car is driving down the road with a red and white car.', 'A motorcycle is driving down a road with a car on the road.', 'A motorcycle is driving down the road with a tire.', 'A motorcycle is driving down a dirt road.', 'A motorcycle rider is riding down a dirt road.', 'A motorcycle rider is riding down a dirt road.', 'A man riding a motorcycle down a dirt road.', 'A man riding a horse on a wet day.']","[1, 0.2404, 0.2404, 0.2404, 0.198, 0.202, 0.2, 0.2, 0.15, 0.15]"
CE,car_0105.jpg,"['A car is driving down a street with a car on the road.', 'A white truck parked in a parking lot.', 'A white truck parked in a parking lot.', 'A truck with a large red and white sticker on it.', ""A truck with a large tire on it's side."", 'A truck with a large amount of luggage on it.', 'A large bed with a large amount of luggage on it.']","[1, 0.1111, 0.1111, 0.2696, 0.2715, 0.2715, 0.2696]"
CE,car_0106.jpg,"['A car parked in a parking lot next to a street.', 'A motorcycle parked in front of a car.', 'A motorcycle with a black seat and a black handlebar.', 'A pair of scissors on a wooden table.']","[1, 0.3644, 0.1681, 0.1282]"
CE,car_0110.jpg,"['A white car parked in a parking lot with a red and white car.', 'A red truck parked in a parking lot.', 'A large truck with a large red and white stripe on it.', 'A truck with a large amount of cargo on it.', 'A group of trucks are pulling a wagon full of hay.', 'A group of men standing next to a truck.', 'A group of people standing around a herd of cattle.']","[1, 0.4384, 0.4288, 0.2162, 0.102, 0.1034, 0.1027]"
CE,car_0111.jpg,"['A car is parked in a parking lot with a large window.', 'A red and white truck parked in a field.', 'A truck with a red and yellow paint job on it.', 'A truck with a large amount of dirt on it.', 'A truck with a bunch of different colored tags on it.', 'A group of people standing around a dirt road.']","[1, 0.2929, 0.2447, 0.3484, 0.2884, 0.1181]"
CE,car_0112.jpg,"['A car is parked in a parking lot with a car.', 'A truck with a large red and white truck in the background.', 'A truck with a large red and white truck on it.', 'A truck with a large red and white stripe on it.', 'A truck with a large red and white stripe on it.', 'A large truck with a large amount of cargo on it.', 'A large truck with a large amount of cargo on it.', 'A large truck with a large amount of cargo on it.', 'A large truck with a large amount of cargo on it.', 'A large truck with a large amount of cargo on it.', 'A large white truck with a large red and white stripe on it.', 'A large white truck with a large amount of white paint on it.', 'A large white truck with a large red and white stripe on it.', 'A large group of large brown and white cows.']","[1, 0.3074, 0.263, 0.263, 0.263, 0.263, 0.263, 0.263, 0.263, 0.263, 0.2587, 0.2587, 0.2587, 0.0847]"
CE,car_0113.jpg,"['A white car parked in a parking lot.', 'A car is parked in a parking lot with a large car.', 'A large red and white truck parked next to a small car.', 'A large red and white bus parked next to a wooden table.', 'A table with a laptop computer and a tablet.']","[1, 0.6715, 0.3191, 0.266, 0.1648]"
CE,car_0114.jpg,"['A car parked in a parking lot next to a motorcycle.', 'A white car parked in a parking lot.', 'A white truck parked in a parking lot.', 'A white truck with a black and white stripe on the front.', 'A white and black dog sitting on a wooden floor.']","[1, 0.6003, 0.4893, 0.124, 0.1261]"
CE,car_0004.jpg,"['A car is parked in a parking lot with a car on the road.', 'A white truck parked in a parking lot.', ""A truck with a large tire on it's side."", 'A large truck with a large tire on it.', 'A toy train with a toy train on it.']","[1, 0.3975, 0.2548, 0.2566, 0.2566]"
CE,car_0005.jpg,"['A car is parked in a parking lot with a large window.', 'A car is parked in front of a car.', ""A motorcycle with a sticker on it's front end."", 'A pair of scissors on a table with a pair of scissors on it.']","[1, 0.4507, 0.2466, 0.2818]"
CE,car_0006.jpg,"['A car is parked in a parking lot with a dog.', 'A car is driving down the road with a large amount of cars.', 'A large group of motorcycles parked on a dirt road.', 'A group of motorcycles parked on a dirt road.', 'A group of trucks parked on a dirt road.', 'A group of trucks are lined up on a dirt road.', 'A group of three different types of motorcycles.', 'A row of vases with different colored and white designs.']","[1, 0.4189, 0.1681, 0.1695, 0.1695, 0.125, 0.0855, 0.1261]"
CE,car_0010.jpg,"['A white car parked in a parking lot next to a building.', 'A car is parked in a parking lot with a large car.', 'A car is driving down a road with a large truck.', 'A truck with a large amount of paint on it.', 'A truck with a large amount of items on it.', 'A laptop computer sitting on top of a bed.']","[1, 0.633, 0.1938, 0.1172, 0.1172, 0.1181]"
CE,car_0011.jpg,"['A truck parked on the side of the road.', 'A large truck parked on the side of the road.', 'A large white and red truck parked on a street.', 'A large group of motorcycles parked in front of a building.', 'A group of motorcycles parked on a street.', 'A group of motorcycles parked on a street.', 'A group of people sitting around a table with wine glasses.']","[1, 0.9861, 0.4416, 0.1961, 0.3758, 0.3758, 0.1471]"
CE,car_0012.jpg,"['A car is parked in front of a building.', 'A car is driving down the street with a car on the road.', 'A car is driving down the street with a red light.', 'A car is driving down the street with a red and white car.', 'A motorcycle is driving down the street in a traffic jam.', 'A person jumping in the air while riding a skateboard.']","[1, 0.2404, 0.4373, 0.2404, 0.2451, 0.198]"
CE,car_0013.jpg,"['A car is parked in a parking lot with a red and white car.', 'A red and white truck parked on a street.', 'A red and white truck parked on a street.', 'A red truck parked on a dirt road.', 'A red truck with a red and white stripe on it.', 'A large red truck with a red and white stripe on it.', 'A large red and white truck with a red and white stripe on it.', 'A large red and white truck with a large red and white stripe on it.', 'A large red and white cake with a blue and yellow background.']","[1, 0.3948, 0.3948, 0.1736, 0.4574, 0.4544, 0.4483, 0.4203, 0.324]"
CE,car_0018.jpg,"['A white car parked in front of a building.', 'A car is parked in a parking lot with a large car.', 'A car is parked in a room with a large bed.', 'A Nintendo Wii game system is shown with a remote control.']","[1, 0.414, 0.418, 0.1471]"
CE,car_0019.jpg,"['A car is parked in a parking lot with a large car.', 'A white car parked on a street next to a road.', 'A white truck parked on the side of the road.', 'A large white truck parked on a dirt road.', 'A large white truck parked on a dirt road.', 'A sign that says ""Don\'t Stop"" on a fence.']","[1, 0.2326, 0.1172, 0.1969, 0.1969, 0.1154]"
CE,car_0024.jpg,"['A car is parked in a parking lot with a car on the road.', 'A white car parked in a parking lot.', 'A white truck parked in a parking lot.', 'A white truck with a red seat on it.', 'A laptop computer sitting on top of a wooden desk.']","[1, 0.4384, 0.3975, 0.2566, 0.137]"
CE,car_0025.jpg,"['A car parked in front of a building with a large window.', 'A motorcycle parked on the side of the road.', 'A motorcycle rider is riding on the road.', 'A man on a motorcycle is riding on a track.', 'A man on a horse jumping in the air.']","[1, 0.1575, 0.0794, 0.1563, 0.1575]"
CE,car_0026.jpg,"['A white car parked in a parking lot next to a mountain.', 'A white truck parked in a field with a large white car.', 'A truck with a large red and white truck in the background.', ""A truck with a large tractor trailer in it's trailer."", ""A truck with a large tire on it's side."", 'A large group of trucks are lined up in a field.', 'A wooden table with a wooden stick in it.']","[1, 0.5403, 0.1923, 0.155, 0.1172, 0.155, 0.1575]"
CE,car_0027.jpg,"['A car is parked in front of a car.', 'A black and white photo of a car parked on the street.', 'A large red and white motorcycle parked on the street.', 'A large group of trucks parked on a street.', 'A group of three different types of buses parked on the street.', 'A row of four rowed rowed rowed rowed rowed rowed rowed row']","[1, 0.4962, 0.1485, 0.25, 0.1942, 0.098]"
CE,car_0030.jpg,"['A car parked in a parking lot next to a street.', 'A white car parked in a parking lot.', 'A white and blue car parked in a parking lot.', 'A white and blue car parked in a field.', 'A white and blue car sitting on top of a green blanket.', 'A white and blue toy car sitting on top of a bed.', 'A cat laying on a bed with a pillow.']","[1, 0.6003, 0.5902, 0.4331, 0.2066, 0.1653, 0.1695]"
CE,car_0031.jpg,"['A white car parked in a parking lot.', 'A car is parked in front of a building.', 'A car is parked in front of a building.', 'A group of motorcycles parked next to each other.', 'A group of motorcycles parked next to each other.', 'A group of motorcycles parked next to each other.', 'A table with a bunch of different types of electronics.']","[1, 0.4686, 0.4686, 0.1648, 0.1648, 0.1648, 0.2174]"
CE,car_0032.jpg,"['A white car parked in a parking lot.', 'A car is driving down a street with a large car.', 'A car is parked in front of a television.', 'A large group of motorcycles parked on a dirt road.', 'A table with a bunch of different remotes on it.']","[1, 0.2151, 0.4686, 0.2174, 0.2174]"
CE,car_0033.jpg,"['A red truck parked on the side of the road.', 'A red bus parked on the side of the road.', 'A bus parked in a parking lot next to a building.', 'A bus parked in a parking lot with people walking around.', 'A row of double decker buses parked in a lot.', 'A row of double decker buses parked in a row.', 'A row of chairs with different colored and colored designs.']","[1, 0.9055, 0.1351, 0.1351, 0.1818, 0.1818, 0.1364]"
CE,car_0038.jpg,"['A car is parked in front of a building.', 'A car is driving down the street with a motorcycle.', 'A motorcycle is driving down the street with a car.', 'A motorcycle is driving down the road with a car behind it.', 'A motorcycle racer is racing on a track.', 'A motorcycle racer racing on a track with a crowd watching.', 'A group of men on horseback racing on a track.']","[1, 0.4416, 0.2475, 0.2427, 0.202, 0.1471, 0.198]"
CE,car_0039.jpg,"['A car is parked in front of a building.', 'A car is parked in a parking lot with a red and white car.', 'A motorcycle is parked in the middle of the road.', 'A motorcycle with a red and white stripe on the front.', 'A motorcycle with a red and white stripe on it.', 'A motorcycle is riding on the road with a rider.', 'A horse is riding on a dirt road.']","[1, 0.5452, 0.5061, 0.1961, 0.1485, 0.198, 0.202]"
CE,car_0041.jpg,"['A car is parked in a parking lot with a large window.', 'A car is driving down a street with a car on the road.', 'A car driving down a road with a truck in the background.', 'A group of people riding on the back of a truck.', 'A horse and buggy driving down a road.']","[1, 0.3661, 0.4403, 0.1163, 0.119]"
CE,car_0042.jpg,"['A car is parked in a parking lot with a large tire.', 'A car is parked in front of a building.', 'A car parked next to a building with a sign on the side.', 'A street sign on a building with a clock on the front.']","[1, 0.4998, 0.437, 0.2862]"
CE,car_0043.jpg,"['A car is parked in a parking lot with a car.', 'A car is parked in a parking lot with a large red and white car.', 'A red and white truck with a red and white stripe on the front.', 'A red truck with a red and white stripe on it.', 'A large red and white teddy bear sitting on top of a red and white teddy bear']","[1, 0.9655, 0.2566, 0.263, 0.08]"
CE,car_0049.jpg,"['A car is parked in a parking lot with a car.', 'A white car parked on the side of the road.', 'A white truck parked on a dirt road.', 'A large truck parked on a dirt road.', 'A large truck with a large amount of cargo on it.', 'A large white truck parked on a rocky hillside.', 'A large white train on a rocky hillside.']","[1, 0.1681, 0.1709, 0.1709, 0.263, 0.1695, 0.1282]"
CE,car_0056.jpg,"['A car parked in a parking lot next to a car.', 'A white car parked in a parking lot.', 'A white truck parked on a street next to a building.', 'A white truck parked on a street near a fence.', 'A white and red bus parked on a dirt road.', 'A white and blue truck parked on a dirt road.', 'A large white truck parked on a dirt road.', 'A large white truck with a large red and white stripe on it.', 'A large white truck with a large red and white stripe on it.', 'A large white and blue truck on a dirt road.', 'A large white and blue train on a track.']","[1, 0.5395, 0.477, 0.2101, 0.1681, 0.1681, 0.1695, 0.123, 0.123, 0.1261, 0.1271]"
CE,car_0057.jpg,"['A car is parked in a parking lot with a large window.', 'A car is parked on the street near a building.', 'A car is driving down a street with a fence.', 'A train traveling down tracks with a lot of cars on the tracks.', 'A train is traveling down the tracks in a rural area.']","[1, 0.3993, 0.4959, 0.3255, 0.1938]"
CE,car_0061.jpg,"['A car parked in a parking lot next to a building.', 'A white car parked on the street next to a red car.', 'A white and black motorcycle parked on the street.', 'A motorcycle with a red and white stripe on the front.', 'A motorcycle with a red and white stripe on it.', 'A toy car with a red and white stripe on it.', 'A toy toy is shown with a remote control.']","[1, 0.4731, 0.1271, 0.125, 0.1261, 0.1667, 0.1271]"
CE,car_0062.jpg,"['A car is parked in a parking lot with a car on the street.', 'A car is parked in a parking lot with a large window.', 'A black and white photo of a car seat.', 'A pair of scissors on a bed with a pair of shoes on it.']","[1, 0.7254, 0.2177, 0.2843]"
CE,car_0063.jpg,"['A car is parked in a parking lot with a large car.', 'A white and black car parked on a street.', 'A white truck parked on a dirt road.', 'A train traveling down a track next to a forest.']","[1, 0.1969, 0.1587, 0.1563]"
CE,car_0068.jpg,"['A car is parked in front of a building.', 'A motorcycle is parked in a parking lot.', 'A motorcycle is parked in a parking lot with a person on it.', 'A man riding a motorcycle with a helmet on.', 'A man on a motorcycle with a helmet on.', 'A man is riding a horse with a helmet on.']","[1, 0.5163, 0.4915, 0.15, 0.15, 0.198]"
CE,car_0069.jpg,"['A car parked next to a parked car.', 'A white and red motorcycle parked in a garage.', 'A large red and white bus parked in a parking lot.', 'A large white and blue airplane parked in a parking lot.', 'A large airplane sitting on top of a runway.']","[1, 0.2198, 0.2688, 0.2688, 0.1648]"
CE,car_0074.jpg,"['A car is parked in a parking lot with a car.', 'A white truck parked in a field with a large tree in the background.', 'A truck with a large engine sitting on top of it.', 'A truck with a large amount of cargo on it.', 'A truck with a large amount of cargo on it.', 'A truck with a large amount of cargo on it.', 'A train is pulling into a field with a large amount of trees in the background.']","[1, 0.3899, 0.263, 0.2652, 0.2652, 0.2652, 0.3837]"
CE,car_0075.jpg,"['A car is parked in a field with a large car.', 'A white truck parked in a field with a black and white picture on the side of the road', 'A white truck parked on a dirt road.', 'A white truck parked on a dirt road.', 'A white truck parked on a dirt road.', 'A white and blue train on a track.']","[1, 0.5448, 0.1709, 0.1709, 0.1709, 0.1282]"
CE,car_0076.jpg,"['A car is parked in a parking lot with a large car.', 'A white car parked in a parking lot.', 'A white and red truck parked on a dirt road.', 'A red and white truck parked on a dirt road.', 'A red and white bus parked on a dirt road.', 'A wooden bench sitting on top of a rocky hillside.']","[1, 0.501, 0.1563, 0.1563, 0.1563, 0.1172]"
CE,car_0077.jpg,"['A car parked in a parking lot next to a tree.', 'A car is parked in a parking lot with a large car.', 'A car is parked next to a motorcycle.', 'A motorcycle parked in front of a car with a dog on the back seat.', 'A motorcycle with a large mirror on it.', 'A large group of military vehicles parked in a room.', 'A group of military aircraft parked on top of a table.', 'A large group of military aircraft sitting on top of a table.']","[1, 0.68, 0.4893, 0.3868, 0.1282, 0.3126, 0.1667, 0.124]"
CE,car_0080.jpg,"['A car is parked in a parking lot with a large car.', 'A white truck driving down a street next to a road.', 'A white truck driving down a road with a black and white image on the side of the road', 'A truck driving down a dirt road.', 'A train is pulling into a station.']","[1, 0.155, 0.2321, 0.12, 0.16]"
