loss_name,pic_name,answers,meteor_socres
CE,cat_0035.jpg,"['A cat is sleeping on a bed with a white blanket.', 'A cat is sitting on a white and black striped blanket.', 'A white cat wearing a red hat.', 'A white and black dog wearing a red hat.', 'A close up of a bird with a red and white pattern.']","[1, 0.5853, 0.2155, 0.1695, 0.3524]"
CE,cat_0036.jpg,"['A cat is sitting on a wooden floor.', 'A cat is sitting on a wooden post.', 'A black bear is standing in the snow.']","[1, 0.8819, 0.1667]"
CE,cat_0037.jpg,"['A cat is sitting on a wooden floor.', 'A cat is standing on a surfboard in the ocean.', 'A white polar bear walking on a beach.']","[1, 0.6114, 0.3507]"
CE,cat_0044.jpg,"['A cat is sitting on a wooden floor.', 'A cat is sitting on a wooden bench.', 'A cat is sitting on a car seat.', 'A cat is sitting on a car seat in the street.', 'A cat is sitting on a car seat in a car.', 'A car with a cat on the hood of the car.', 'A picture of a person with a car in the background.']","[1, 0.8819, 0.7687, 0.7439, 0.6825, 0.2688, 0.1613]"
CE,cat_0045.jpg,"['A cat is sitting on a blanket in a room.', 'A cat is sitting on a wooden floor.', 'A black and white cat playing with a toy.', 'A black and white dog playing with a ball.', 'A cow is eating a piece of cheese.']","[1, 0.5877, 0.1835, 0.1376, 0.1852]"
CE,cat_0046.jpg,"['A man is sitting on a chair with a cat.', 'A man is looking at a cat in a cage.', 'A giraffe is standing in a zoo exhibit.']","[1, 0.5204, 0.1852]"
CE,cat_0047.jpg,"['A cat is sitting on a bed with a pillow.', 'A cat is sitting on a table with a bunch of apples.', 'A group of sheep standing next to each other.']","[1, 0.7887, 0.0917]"
CE,cat_0050.jpg,"['A cat is sitting on a bed with a white collar.', 'A cat is sitting on a wooden floor.', 'A black and white cat is sitting on a metal object.', 'A black and white cat is walking on a sidewalk.', 'A black bear walking on a sidewalk near a water source.']","[1, 0.5425, 0.5853, 0.403, 0.31]"
CE,cat_0052.jpg,"[""A cat is sitting on a person's lap."", 'A man with a cat on his head.', 'A man wearing a black hat and a black cat.', 'A man wearing a hat and a hat with a cat.', 'A man wearing a hat and a hat with a cat in it.', 'A man with a hat on is standing in front of a painting.']","[1, 0.2525, 0.198, 0.1961, 0.1923, 0.2404]"
CE,cat_0053.jpg,"['A cat is sitting on a blanket in a room.', 'A cat is sitting on a wooden table.', 'A cat is sitting on a wooden bench.', 'A cat is playing with a ball on a sidewalk.', 'A dog is jumping in the air with a frisbee.', 'A man holding a frisbee in his hand.']","[1, 0.5877, 0.5877, 0.5204, 0.2273, 0.1852]"
CE,cat_0058.jpg,"['A cat is sleeping on a bed with a white blanket.', ""A cat is sitting on a person's lap."", ""A cat is sitting on a person's lap."", 'A man with a cat on his head and a car.', 'A man wearing a hat and sunglasses talking on a cell phone.']","[1, 0.3613, 0.3613, 0.2917, 0.2066]"
CE,cat_0059.jpg,"['A cat is sitting on a tree branch.', 'A cat is sleeping on a bed with a blanket.', 'A cat is sleeping on a bed with a blanket.', 'A cat sleeping on a bed with a blanket.', 'A man laying on a bed with a cat.', 'A bed with a bedspread and a blanket.']","[1, 0.4635, 0.4635, 0.2747, 0.2747, 0.1667]"
CE,cat_0064.jpg,"['A cat is sitting on a wooden floor.', ""A cat is sitting on a blanket with a cat on it's head."", 'A cat wearing a hat and a tie.', 'A cat wearing a tie and a hat.', 'A cat wearing a tie and a hat.', 'A close up of a person wearing a hat.']","[1, 0.4996, 0.2222, 0.2222, 0.2222, 0.1648]"
CE,cat_0065.jpg,"['A cat is sitting on a bed with a white collar.', 'A cat is sitting on a snow covered ground.', 'A cat is sitting on a snow covered ground.', 'A black bear is standing in the snow.']","[1, 0.5379, 0.5379, 0.1282]"
CE,cat_0066.jpg,"['A cat is sitting on a chair in a room.', 'A cat is sitting on a wooden fence.', 'A black and white cat is standing on a fence.', 'A white bird is swimming in a pond.']","[1, 0.5877, 0.3876, 0.3444]"
CE,cat_0071.jpg,"['A cat is sitting on a desk with a computer.', 'A cat is sitting in a mirror in a bathroom.', 'A dog is sitting in a toilet seat.', 'A baby is in a bathtub with a toothbrush.']","[1, 0.577, 0.3444, 0.3912]"
CE,cat_0072.jpg,"['A cat is sitting on a blanket in a bed.', 'A cat is sleeping on a blanket with a pair of shoes.', 'A cat is laying on a pair of shoes.', 'A couple of kids playing with a toothbrush.']","[1, 0.6696, 0.3912, 0.1389]"
CE,cat_0073.jpg,"[""A cat is sitting on a couch with a cat on it's head."", 'A cat is sitting on a car seat.', 'A cat is sitting in a car window sill.', 'A cat is looking at the reflection of a car.', ""A close up of a person's face with a camera.""]","[1, 0.333, 0.2941, 0.1712, 0.2901]"
CE,cat_0078.jpg,"['A cat is sitting on a white and black striped bed.', 'A cat is looking at a mirror in a mirror.', 'A cat wearing a hat and a tie.', ""A close up of a person's face with a cat."", ""A close up of a person's face with a toothbrush.""]","[1, 0.3126, 0.2137, 0.1667, 0.125]"
CE,cat_0084.jpg,"['A cat is sitting on a bed with a book.', 'A cat is sitting on a car seat.', 'A cat is sitting on a car window sill.', 'A cat is looking at the camera in the mirror.', 'A cat is standing in the street with a car.', 'A street sign with a street name on it.']","[1, 0.5877, 0.5823, 0.2869, 0.4646, 0.3413]"
CE,cat_0086.jpg,"['A cat is sitting on a window sill.', 'A cat is sitting on a wooden table.', 'A cat is laying on a wooden floor.', 'A cat laying on a wooden floor with a remote control.', 'A dog laying on a wooden floor with a remote control.', 'A dog laying on a wooden floor with a remote control.', 'A pair of black and white dogs laying on a wooden floor.', 'A group of brown and white dogs laying on a wooden floor.', 'A pair of brown and white cows laying on a wooden surface.']","[1, 0.7687, 0.625, 0.2688, 0.2151, 0.2151, 0.3358, 0.3358, 0.3358]"
CE,cat_0087.jpg,"['A cat is sitting on a blanket in a room.', 'A cat is sitting on a wooden fence.', 'A cat is standing on a fence with a bird.', 'A couple of giraffes standing next to each other.']","[1, 0.5877, 0.577, 0.0917]"
CE,cat_0090.jpg,"['A cat is sitting on a wooden table.', 'A cat is looking at a cat in a mirror.', 'A cat is looking at a toothbrush in a mirror.', 'A cat is sniffing a toothbrush in a bathroom.', 'A cat is sniffing a toothbrush in a bathroom.', 'A dog is sniffing a toothbrush in a toilet.', 'A dog is sniffing a toothbrush in a toilet.', 'A baby elephant in a bathtub with a toothbrush in its mouth.']","[1, 0.4043, 0.4043, 0.4088, 0.4088, 0.2198, 0.2198, 0.1596]"
CE,cat_0091.jpg,"['A cat sitting on top of a wooden table.', 'A cat is sleeping on a blanket in a bed.', 'A cat is sleeping on a blanket with a remote.', 'A cat sleeping on a blanket in a bed.', 'A dog laying on a bed with a blanket.', 'A dog laying on a bed with a blanket.', 'A dog laying on a bed with a blanket.', 'A baby is sleeping in a bed with a stuffed animal.', 'A baby is sleeping in a bed with a blanket.']","[1, 0.2475, 0.2475, 0.25, 0.2, 0.2, 0.2, 0.1471, 0.1485]"
CE,cat_0092.jpg,"[""A cat is sitting on a bed with a cat on it's head."", 'A cat is sitting on a wooden floor.', 'A cat is wearing a hat and a hat on.', 'A black bear is eating a piece of hay.']","[1, 0.333, 0.2397, 0.1379]"
CE,cat_0093.jpg,"[""A cat is sleeping on a blanket with a cat on it's head."", 'A black and white cat is wearing a hat.', 'A close up of a teddy bear with a black background.']","[1, 0.1724, 0.2531]"
CE,cat_0098.jpg,"['A cat is sitting on a wooden floor.', 'A cat is playing with a toy in its mouth.', 'A black and white dog is sniffing something in the dirt.', 'A horse is eating a piece of food.']","[1, 0.4848, 0.1613, 0.2222]"
CE,cat_0099.jpg,"['A cat is sitting on a white bed.', 'A small dog is looking at the camera.', 'A small dog is looking at the camera.', 'A baby elephant is looking at the camera.']","[1, 0.1667, 0.1667, 0.1667]"
CE,cat_0104.jpg,"['A cat is sitting on a bed with a pillow.', 'A cat is wearing a black and white striped shirt.', 'A cow with a face painted with a smiley face.']","[1, 0.3382, 0.3382]"
CE,cat_0105.jpg,"['A cat is sitting on a bed with a pair of shoes.', 'A cat is sleeping on a blanket with a stuffed animal.', 'A cat is sleeping in a blanket with a stuffed animal.', 'A cat is sitting in a pile of stuffed animals.', 'A group of colorful teddy bears in a basket.']","[1, 0.5814, 0.492, 0.4472, 0.1575]"
CE,cat_0106.jpg,"['A cat is wearing a hat and a hat.', 'A cat is sitting on a wooden floor.', 'A cat is sitting on a window sill.', 'A cat is sleeping on a white blanket.', 'A baby elephant is swimming in a pond.']","[1, 0.3758, 0.3758, 0.3758, 0.202]"
CE,cat_0107.jpg,"['A cat is sitting on a blanket in a room.', 'A white sheep with a white collar and a black and white striped collar.']","[1, 0.1754]"
CE,cat_0112.jpg,"['A cat is sitting on a bed with a book.', 'A cat is sitting on a wooden floor.', 'A group of cats standing next to each other.', 'A group of zebras standing next to each other.']","[1, 0.5877, 0.1376, 0.0917]"
CE,cat_0113.jpg,"[""A cat is sitting on a bed with a cat on it's head."", ""A cat is sitting on a person's lap."", 'A black and white cat is sniffing a white cat.', 'A black and white dog is sniffing something on the ground.', 'A dog is sniffing something in the dirt.', 'A black and white dog drinking water from a river.', 'A large elephant in a body of water.']","[1, 0.3669, 0.292, 0.1361, 0.1042, 0.1027, 0.1042]"
CE,cat_0118.jpg,"[""A cat is sitting on a bed with a white cat on it's head."", 'A cat is sleeping on a white blanket.', 'A cat is sleeping in a white blanket.', 'A cat is laying in a bowl of water.', 'A cat is drinking from a bottle of water.', 'A baby is drinking from a bottle of water.']","[1, 0.3135, 0.2787, 0.1623, 0.1623, 0.1299]"
CE,cat_0119.jpg,"['A cat is sitting on a window sill.', 'A cat is sitting on a wooden floor.', 'A black and white cat is sitting on a wooden table.', 'A dog is sniffing a toy in a toy box.', 'A dog is sniffing a toy in a toy box.', 'A dog is sniffing a toy in a toy box.', 'A dog is playing with a toy in its mouth.', 'A dog is playing with a toy in its mouth.', 'A dog is playing with a frisbee in its mouth.', 'A dog is playing with a frisbee in its mouth.', 'A dog is playing with a frisbee in its mouth.', 'A dog is playing with a frisbee in its mouth.', 'A dog is playing with a frisbee in the dirt.', 'A dog is playing with a frisbee in the grass.', 'A man in a red shirt is throwing a frisbee.']","[1, 0.7687, 0.7231, 0.2174, 0.2174, 0.2174, 0.2174, 0.2174, 0.2174, 0.2174, 0.2174, 0.2174, 0.2174, 0.2174, 0.2174]"
CE,cat_0125.jpg,"['A cat is sitting on a bed with a white collar.', 'A cat is looking at a mirror in a room.', 'A black and white cat is looking at a camera.', 'A giraffe is eating a carrot in a zoo exhibit.']","[1, 0.4295, 0.3583, 0.2101]"
CE,cat_0127.jpg,"['A cat is sitting on a red and white striped cat.', 'A cat is wearing a red and white striped tie.', 'A cat is laying on a blanket with a toy.', 'A white dog laying on a bed with a blanket.', 'A baby is sleeping in a bed with a blanket.']","[1, 0.6915, 0.2521, 0.2101, 0.1681]"
CE,cat_0130.jpg,"['A cat is sitting on a bed with a white blanket.', 'A cat is sitting in a car seat with a cat on the hood.', 'A dog is looking at the reflection of a car mirror.', 'A cow is standing in the middle of a street.']","[1, 0.5596, 0.1667, 0.1681]"
CE,cat_0131.jpg,"['A cat is sleeping on a bed with a pillow.', 'A cat is sitting on a bed with a white blanket.', 'A white cat sitting on top of a white table.', 'A white dog wearing a red hat and a red bow tie.', 'A white and red dog wearing a red hat.', 'A white and red dog standing next to a red and white sign.', 'A white and blue bird standing on a sidewalk.']","[1, 0.7958, 0.2273, 0.1786, 0.1376, 0.1327, 0.1835]"
CE,cat_0133.jpg,"['A cat is sitting on a table with a bottle of water.', 'A cat is sleeping on a bed with a cat on it.', 'A cat sleeping on a bed with a pillow.', 'A cat sleeping on a bed with a blanket.', 'A man laying on a bed with a blanket.']","[1, 0.4093, 0.4998, 0.4998, 0.4024]"
CE,cat_0140.jpg,"['A cat is sitting on a blanket next to a stuffed animal.', ""A cat is sitting on a wall with a cat on it's head."", 'A cat is sitting on a window sill.', 'A cat is looking at a mirror in a mirror.', 'A picture of a person with a cat on his head.', 'A picture of a person with a mirror in the mirror.']","[1, 0.4031, 0.5037, 0.3993, 0.2326, 0.155]"
CE,cat_0006.jpg,"['A cat is sitting on a white and black striped bed.', 'A cat is sitting in a car seat.', 'A cat is sitting in a car seat.', 'A cat is sitting in a car window sill.', 'A car with a cat in the rear seat.', 'A car with a car mirror in the rear view mirror.']","[1, 0.4808, 0.4808, 0.4767, 0.2119, 0.125]"
CE,cat_0010.jpg,"[""A cat is sitting on a bed with a cat on it's head."", 'A cat wearing a hat and a tie.', 'A close up of a person wearing a hat.']","[1, 0.1736, 0.1379]"
CE,cat_0013.jpg,"['A cat is sitting on a bed with a book.', 'A cat is sitting on a wooden table.', 'A cat is sitting on a wooden table.', 'A black and white cat is eating a bowl of food.', 'A white cat eating a bowl of food.', 'A white cow eating a piece of cake.']","[1, 0.5877, 0.5877, 0.3351, 0.1852, 0.1389]"
CE,cat_0019.jpg,"[""A cat is sitting on a blanket with a cat on it's head."", 'A cat wearing a tie and a hat.', 'A cat wearing a tie and a hat.', 'A close up of a person wearing a tie.']","[1, 0.1736, 0.1736, 0.1379]"
CE,cat_0024.jpg,"['A cat sitting on a car seat next to a car.', 'A cat is sitting on a window sill.', 'A cat is sitting on a wooden bench.', 'A cat is sitting on a wooden bench.', 'A white cat is eating a piece of broccoli.', 'A white dog with a white collar is eating a piece of cake.', 'A white bear with a white face.']","[1, 0.3644, 0.3644, 0.3644, 0.1695, 0.1639, 0.1293]"
CE,cat_0025.jpg,"['A cat is sitting on a wooden floor.', ""A cat is sitting on a bed with a cat on it's head."", 'A couple of cats are sleeping on a bed.', 'A couple of cats sleeping on a bed.', 'A couple of men laying on a bed.']","[1, 0.4996, 0.4088, 0.4133, 0.3507]"
CE,cat_0026.jpg,"['A cat is sitting on a wooden bench.', 'A cat is sitting on a bed with a remote.', 'A cat is sleeping in a blanket with a remote.', 'A black and white dog is sleeping in a blanket.', 'A dog is sniffing a stuffed animal.', 'A dog is sniffing a stuffed animal.', 'A dog is sniffing a stuffed animal.', 'A dog is laying down with a pillow.', 'A dog is sniffing a bottle of water.', 'A dog is laying down with a stuffed animal.', 'A dog is sniffing a stuffed animal.', 'A baby is laying down with a stuffed animal.', 'A small dog is sniffing a stuffed animal.', 'A baby is sleeping with a stuffed animal.', 'A small dog is sleeping in a blanket.', 'A baby is sniffing a stuffed animal.', 'A baby elephant is sniffing something in the air.']","[1, 0.6899, 0.4043, 0.2174, 0.2247, 0.2247, 0.2247, 0.2222, 0.2222, 0.2198, 0.2247, 0.2198, 0.2222, 0.2222, 0.2222, 0.2247, 0.1648]"
CE,cat_0027.jpg,"['A cat is sitting on a wooden floor.', 'A cat is sleeping on a bed with a white blanket.', 'A cat is sleeping on a bed with a blanket.', 'A cat sleeping on a bed with a pillow.', 'A baby is sleeping in a bed with a blanket.']","[1, 0.4585, 0.4635, 0.2747, 0.2174]"
CE,cat_0030.jpg,"['A cat is sitting on a wooden floor.', 'A cat is sitting on a wooden table.', 'A cat is looking at a car window.', 'A cat is looking at a car mirror.', ""A close up of a person's face with a car.""]","[1, 0.8819, 0.4956, 0.4956, 0.1613]"
CE,cat_0031.jpg,"['A cat is sitting on a bed with a white blanket.', 'A cat is laying on a blanket on the ground.', 'A cat is laying on the ground with its paws.', 'A zebra is walking on the street with a toy.']","[1, 0.403, 0.3583, 0.3583]"
CE,cat_0032.jpg,"['A cat is sitting on a bed with a book.', 'A bear is laying down in a pile of blankets.']","[1, 0.1818]"
CE,cat_0033.jpg,"['A cat sitting on top of a wooden table.', 'A cat is sitting on a bed with a book.', 'A cat is sitting on a bed with a pillow.', 'A cat is sleeping on a bed with a bag.', 'A cat is sleeping on a bed with a bag.', 'A cat is sleeping in a suitcase.', 'A cat is sleeping in a suitcase.', 'A cat is sleeping in a suitcase.', 'A dog is sleeping in a suitcase.', 'A man in a suit is sleeping in a bed.']","[1, 0.4222, 0.4222, 0.2475, 0.2475, 0.3221, 0.3221, 0.3221, 0.1531, 0.1485]"
CE,cat_0038.jpg,"['A cat is sitting on a bed with a white blanket.', 'A cat is sitting on a wooden floor.', 'A cat is standing on a fence with a white collar.', 'A white cat standing on top of a metal fence.', 'A sheep standing on top of a fence in a zoo.']","[1, 0.5425, 0.7171, 0.2521, 0.2083]"
CE,cat_0039.jpg,"['A cat is sleeping on a bed with a blanket.', 'A cat is sitting on a bed with a white collar.', 'A cat is sitting on a red and white striped shoe.', 'A black and white cow standing on a street.']","[1, 0.7958, 0.3841, 0.1835]"
CE,cat_0040.jpg,"[""A cat is sitting on a blanket with a cat on it's head."", 'A cat is sitting on a blanket next to a red and white striped blanket.', 'A cat is sitting on a toilet seat.', 'A black and white cat is sitting on a white bowl.', 'A black and white cat drinking from a bottle.', 'A black and white dog drinking from a bottle.', 'A close up of a toothbrush in a bowl.']","[1, 0.3867, 0.333, 0.3263, 0.1379, 0.1034, 0.1379]"
CE,cat_0041.jpg,"['A cat is sitting on a white surface.', 'A cat is sitting on a sidewalk with a red and white striped umbrella.', ""A cat is sitting on a car's hood."", 'A car with a red and white stripe on the hood.']","[1, 0.7316, 0.7603, 0.2688]"
CE,cat_0042.jpg,"['A cat is sitting on a bed with a book.', 'A cat is sitting in a bathroom sink.', 'A cat is laying in a bathtub.', 'A baby is swimming in a bathtub.']","[1, 0.4733, 0.3477, 0.1869]"
CE,cat_0043.jpg,"['A cat is sitting on a window sill.', ""A cat is sitting on a pillow with a cat on it's head."", 'A cat is looking at a cat on a leash.', 'A cat is playing with a toy in its mouth.', 'A dog is playing with a frisbee in its mouth.', 'A dog is playing with a frisbee in the grass.', 'A man with a frisbee in his mouth.']","[1, 0.4996, 0.5556, 0.4848, 0.2174, 0.2174, 0.1667]"
CE,cat_0048.jpg,"[""A cat is sitting on a person's lap."", 'A cat is sleeping on a blanket in a bed.', 'A cat laying on a blanket in the snow.', 'A bear is laying down in the snow.']","[1, 0.4222, 0.446, 0.1515]"
CE,cat_0049.jpg,"['A cat sitting on top of a wooden table.', 'A cat is sitting on a blanket in a room.', 'A cat is sitting on a blanket in a bed.', 'A white cat is sleeping on a white blanket.', 'A sheep with a white head and a white collar.']","[1, 0.4222, 0.4222, 0.25, 0.1485]"
CE,cat_0051.jpg,"[""A cat sitting on a chair with a cat on it's head."", 'A white cat sitting on a white bed.', 'A white cat is sleeping on a bed.', 'A white teddy bear is wearing a white shirt.']","[1, 0.2222, 0.1852, 0.1103]"
CE,cat_0054.jpg,"['A cat is sitting on a couch with a remote.', 'A black and white cat laying on a carpet.', 'A black and white cow laying on a dirt ground.']","[1, 0.2294, 0.1818]"
CE,cat_0060.jpg,"['A cat is sitting on a white surface.', 'A cat is sitting on a flower in a flower pot.', 'A bear with a flower in its mouth.']","[1, 0.6825, 0.1667]"
CE,cat_0063.jpg,"[""A cat is sitting on a bed with a cat on it's head."", 'A cat is sitting on a wooden shelf.', 'A cat is sitting in a cage in a cage.', 'A black and white photo of a cat.', 'A baby elephant is standing in a pen.']","[1, 0.333, 0.3285, 0.2192, 0.1389]"
CE,cat_0075.jpg,"[""A cat is sitting on a bed with a cat on it's head."", 'A cat is sitting on a car seat.', 'A cat is sitting in a car seat.', 'A cat is sitting in a car seat.', 'A car is driving down a street with a car in the background.']","[1, 0.333, 0.2961, 0.2961, 0.2862]"
CE,cat_0076.jpg,"['A cat is sitting on a suitcase in a room.', ""A cat is sitting on a bed with a cat on it's head."", ""A cat is sleeping on a bed with a cat on it's head."", 'A group of sheep are laying down in a bed.']","[1, 0.4667, 0.307, 0.2869]"
CE,cat_0077.jpg,"['A cat is sitting on a bed with a pillow.', 'A cat is sitting on a laptop computer.', 'A cat sitting on top of a laptop computer.', 'A cat is sitting on a laptop computer.', 'A cat sitting on top of a laptop computer.', 'A cat sitting on top of a desk next to a computer.', 'A cat sitting on top of a laptop computer.', 'A group of cats standing next to each other.', 'A group of birds standing on top of a metal rack.']","[1, 0.5877, 0.3912, 0.5877, 0.3912, 0.5111, 0.3912, 0.1376, 0.1802]"
CE,cat_0080.jpg,"['A cat is sitting on a white and black striped bed.', ""A cat is looking at a person's face."", ""A cat is looking at a person's face."", 'A dog is eating a piece of cake.', 'A baby is eating a piece of cake.']","[1, 0.378, 0.378, 0.1709, 0.1709]"
CE,cat_0083.jpg,"[""A cat is sitting on a shelf with a cat on it's head."", 'A cat is sitting on a pillow with a white collar.', 'A cat is eating a piece of food.', 'A dog is sniffing a toothbrush in a toothbrush holder.', 'A baby elephant chewing on a toothbrush.']","[1, 0.4682, 0.1736, 0.1712, 0.1399]"
CE,cat_0088.jpg,"['A cat is sitting on a bed with a white blanket.', 'A cat is sitting on a white surface.', 'A cat is sitting on a piece of paper.', 'A cat is looking at a glass of water.', 'A cat is looking at a bottle of water.', ""A close up of a person's face with a glass of wine.""]","[1, 0.641, 0.5379, 0.3153, 0.3153, 0.3049]"
CE,cat_0089.jpg,"['A cat is sitting on a wooden floor.', ""A cat is sitting on a bed with a cat on it's head."", ""A cat is sleeping on a bed with a cat on it's head."", 'A cat is sleeping in a car seat.', 'A cat sleeping on a bed with a blanket.', 'A bed with a blanket and a pillow in it.']","[1, 0.4996, 0.3125, 0.5679, 0.2747, 0.163]"
CE,cat_0094.jpg,"[""A cat is sitting on a person's lap."", 'A cat is sitting on a wooden floor.', 'A cat is looking at a toy cat.', 'A black and white dog is playing with a toy.', 'A zebra standing next to a fence with a fence in the background.']","[1, 0.6988, 0.2525, 0.198, 0.1442]"
CE,cat_0095.jpg,"['A cat is sitting on a white and black striped blanket.', 'A cat is sitting on a wooden surface.', 'A cat is looking at a cat on a mirror.', 'A cat is licking a toothbrush in a mirror.', 'A black and white cat eating a toothbrush.', 'A toothbrush in a toothbrush holder with a toothbrush in it.']","[1, 0.5913, 0.4295, 0.3153, 0.2991, 0.125]"
CE,cat_0096.jpg,"['A cat is sitting on a white and black striped bed.', 'A cat is sitting on a wooden table.', 'A cat wearing a hat and a hat on.', 'A man wearing a hat and a hat with a toothbrush.']","[1, 0.5913, 0.2542, 0.1667]"
CE,cat_0097.jpg,"['A cat is sitting on a wooden shelf.', ""A cat is standing in a cage with a cat in it's mouth."", 'A sheep is standing in a hay filled area.']","[1, 0.2604, 0.2198]"
CE,cat_0100.jpg,"['A cat is sitting on a bed with a pillow.', 'A cat is sitting on a wooden floor.', 'A cat is looking at a cat on a leash.', 'A cat is playing with a tennis racket.', 'A tennis player is swinging at the ball.']","[1, 0.5877, 0.3182, 0.4733, 0.1389]"
CE,cat_0101.jpg,"['A cat is sitting on a wooden floor.', 'A cat is sitting on a wooden stool.', 'A baby elephant is standing in a cage.']","[1, 0.8819, 0.2222]"
CE,cat_0102.jpg,"['A cat is sitting on a blanket in a room.', 'A cat is wearing a hat and a hat on.', 'A black and white dog wearing a hat.', 'A black and white image of a bear.']","[1, 0.5204, 0.1389, 0.1389]"
CE,cat_0103.jpg,"['A cat is sitting on a red and white striped blanket.', 'A cat is wearing a black and white striped shirt.', 'A cat wearing a hat and a hat.', 'A person wearing a hat and a mask.']","[1, 0.6303, 0.2137, 0.1709]"
CE,cat_0108.jpg,"[""A cat is sitting on a bed with a cat on it's head."", 'A cat is eating a banana in a bowl.', 'A cat eating a banana in a bowl.', 'A cat eating a banana in a bowl.', 'A banana is eating a piece of fruit.']","[1, 0.2069, 0.1736, 0.1736, 0.1389]"
CE,cat_0109.jpg,"['A cat is sitting on a white and black striped bed.', 'A cat is looking at a mirror in a mirror.', 'A cat is looking at a mirror in a mirror.', 'A car with a dog in the rear seat.', 'A car with a reflection of a person in the mirror.']","[1, 0.3126, 0.3126, 0.1695, 0.125]"
CE,cat_0114.jpg,"['A cat sitting on a wooden bench next to a wooden wall.', 'A cat is sitting on a pile of clothes.', 'A cat is sleeping on a bed with a blanket.', 'A cat is sleeping on a bed with a bag.', 'A cat is sleeping on a bed with a bag.', 'A cat is sleeping on a blanket in a suitcase.', 'A cat is sleeping on a bed with a pillow.', 'A cat is sleeping on a blanket in a suitcase.', 'A cat is sleeping on a blanket with a remote.', 'A cat is sleeping in a suitcase.', 'A cat is sleeping in a suitcase.', 'A cat is sleeping in a blanket with a stuffed animal.', 'A cat is sleeping in a car seat.', 'A black and white dog wearing a hat.', 'A teddy bear is wearing a red hat.']","[1, 0.3357, 0.3993, 0.3993, 0.3993, 0.3993, 0.3993, 0.3993, 0.3993, 0.16, 0.16, 0.2884, 0.1984, 0.119, 0.119]"
CE,cat_0115.jpg,"['A cat is sitting on a blanket next to a pair of shoes.', 'A cat is sitting on a wooden floor.', 'A cat is sitting on a wooden table.', 'A black and white cat is sitting on a wooden table.', 'A black and white cat looking at a mirror.', 'A black and white image of a bear.']","[1, 0.4701, 0.4701, 0.4599, 0.1471, 0.1481]"
CE,cat_0116.jpg,"[""A cat is sitting on a bed with a cat on it's head."", 'A black and white cat is sitting on a dirt floor.', 'A brown bear is standing in a dirt field.']","[1, 0.3263, 0.1379]"
CE,cat_0117.jpg,"['A cat is sitting on a blanket in a room.', 'A cat is sitting on a wooden floor.', 'A cat is sitting on a tennis court with a ball.', 'A cat is playing with a ball in the air.', 'A dog is playing with a frisbee in the water.', 'A group of elephants playing in the water.']","[1, 0.5877, 0.7017, 0.3876, 0.2273, 0.1389]"
CE,cat_0120.jpg,"['A cat is sitting on a blanket next to a white cat.', 'A cat is laying on a wooden floor.', 'A black and white cat laying on a dirt ground.', 'A brown bear is eating a piece of meat.']","[1, 0.2381, 0.3331, 0.1575]"
