loss_name,pic_name,answers,meteor_socres
CE,cat_0035.jpg,"['A cat is sleeping on a bed with a pillow.', 'A cat is sitting on a blanket in a room.', 'A black and white cat sitting on top of a white surface.', 'A black and white cat standing on a dirt surface.', 'A large brown bear standing in a field.']","[1, 0.577, 0.2232, 0.2273, 0.1389]"
CE,cat_0036.jpg,"['A cat is sitting on a wooden floor.', ""A cat is sitting on a bed with a cat on it's head."", 'A cat is sleeping on a bed with a pillow.', 'A cat is sleeping on a bed with a blanket.', 'A cat is sleeping on a bed with a blanket.', 'A black bear is sleeping on a blanket.']","[1, 0.4996, 0.4635, 0.4635, 0.4635, 0.4133]"
CE,cat_0037.jpg,"['A cat sitting on a wooden floor.', 'A cat is sitting on a leash in a parking lot.', 'A cat is looking at a mirror in the street.', 'A cat is standing in the street with a car.', 'A black and white cat walking across a street.', 'A street sign with a street name on it.']","[1, 0.5076, 0.3803, 0.3803, 0.2439, 0.2439]"
CE,cat_0044.jpg,"['A cat sitting on top of a wooden floor.', ""A cat is sitting on a couch with a cat on it's head."", 'A cat wearing a red hat and a white striped tie.', 'A cat wearing a red hat and a white shirt.', 'A cat wearing a red hat and a white shirt.', 'A white dog wearing a red hat.', 'A white dog wearing a red hat and a red bow tie.', 'A white dog wearing a red hat and a red bow tie.', 'A woman wearing a red hat and a red bow tie.']","[1, 0.2857, 0.1961, 0.198, 0.198, 0.1531, 0.1456, 0.1456, 0.1471]"
CE,cat_0045.jpg,"['A cat is sleeping on a bed with a stuffed animal.', 'A cat is sitting on a blanket in a room.', 'A black and white cat is standing on a tennis court.', 'A black and white cat standing on a dirt ground.', 'A horse running through a field with a man in the background.']","[1, 0.5334, 0.3553, 0.2101, 0.3074]"
CE,cat_0046.jpg,"['A cat is sitting on a chair looking at a cat.', 'A man with a cat on his head.', 'A man wearing a hat and a hat with a cat on his head.', 'A man wearing a hat and a teddy bear.']","[1, 0.3179, 0.3467, 0.1695]"
CE,cat_0047.jpg,"['A cat is sleeping on a bed with a pillow.', 'A cat sitting on a couch with a stuffed animal.', 'A dog is sitting on a table with a stuffed animal.', 'A dog is standing in front of a crowd of people.', 'A group of people standing around a large group of dogs.', 'A group of people standing around a herd of sheep.']","[1, 0.577, 0.5157, 0.1802, 0.1351, 0.1364]"
CE,cat_0050.jpg,"['A cat is sitting on a bed with a pillow.', 'A black and white cat sitting on a wall.', 'A cat is sitting on a window sill.', 'A black and white cat is standing on a sidewalk.', 'A black and white cat standing on a sidewalk.', 'A black and white cat standing on a sidewalk.', 'A black and white bird standing on a fence.']","[1, 0.3912, 0.5877, 0.3876, 0.2294, 0.2294, 0.1835]"
CE,cat_0052.jpg,"[""A cat is sitting on a person's lap."", 'A cat is sleeping on a bed with a white blanket.', 'A cat is sleeping on a bed with a blanket.', 'A cat laying on a bed with a blanket.', 'A bed with a blanket and a pillow in it.']","[1, 0.418, 0.4222, 0.25, 0.1485]"
CE,cat_0053.jpg,"['A cat is sitting on a blanket in a room.', ""A cat is sitting on a blanket with a cat on it's head."", 'A cat wearing a hat and a hat on.', 'A picture of a person wearing a hat and a hat.']","[1, 0.6037, 0.3912, 0.1802]"
CE,cat_0058.jpg,"['A cat is sleeping on a bed with a white blanket.', 'A woman wearing a cat hat and a cat on her head.', 'A woman wearing a cat hat and a cat on her head.', 'A woman wearing a hat and a teddy bear.']","[1, 0.2479, 0.2479, 0.1695]"
CE,cat_0059.jpg,"['A cat sitting on a tree in front of a window.', 'A cat is sleeping on a bed with a blanket.', 'A cat is sleeping on a bed with a blanket.', 'A cat is sleeping on a blanket with a pillow.', 'A cat laying on a blanket with a stuffed animal.', 'A cat laying on a blanket with a stuffed animal.', 'A baby is laying on a bed with a stuffed animal.', 'A baby is laying on a blanket with a baby.']","[1, 0.4295, 0.4295, 0.4295, 0.4295, 0.4295, 0.31, 0.3126]"
CE,cat_0064.jpg,"['A black and white cat sitting on a wooden floor.', 'A cat is sitting on a black and white striped blanket.', 'A cat is sitting on a suitcase.', 'A cat wearing a black hat and a black tie.', 'A cat wearing a hat and a hat on.', 'A cat wearing a hat and a hat.', 'A cat is sleeping in a bag on a bed.', 'A man wearing a hat and a hat with a cat.', 'A man wearing a hat and a hat with a smile on his face.']","[1, 0.7413, 0.4777, 0.2727, 0.2752, 0.2315, 0.3382, 0.2252, 0.2193]"
CE,cat_0065.jpg,"['A cat is sitting on a blanket in a room.', 'A black and white cat laying on a blanket.', 'A black and white cat is standing on a snow covered ground.', 'A black and white cat standing on top of a wet surface.', 'A dog is swimming in the water with a frisbee.', 'A dog running across a muddy river with a frisbee.', 'A man is catching a frisbee in the water.', 'A man in a wet suit catching a frisbee.', 'A man on a surfboard in the water.']","[1, 0.2752, 0.4282, 0.2232, 0.2273, 0.1818, 0.2294, 0.2294, 0.2315]"
CE,cat_0066.jpg,"[""A cat sitting on a chair with a cat on it's head."", 'A cat is sitting on a blanket in a room.', 'A cat is sitting on a blanket in a room.', 'A cat is sitting on a blanket in a room.', 'A white cat is sitting on a blanket.', 'A white and black cat laying on a suitcase.', 'A white and black dog is sitting on a suitcase.', 'A small white teddy bear sitting on top of a suitcase.']","[1, 0.2555, 0.2555, 0.2555, 0.2222, 0.1838, 0.1825, 0.1812]"
CE,cat_0071.jpg,"['A cat is sitting on a desk with a computer.', 'A cat is looking at a mirror in a bathroom.', 'A cat is looking at a mirror in a bathroom.', 'A baby is brushing his teeth in a bathtub.']","[1, 0.4646, 0.4646, 0.1835]"
CE,cat_0072.jpg,"['A cat is sitting on a blanket in a bed.', ""A cat is sitting on a couch with a cat on it's head."", ""A cat is sitting on a couch with a cat on it's back."", 'A cat is playing with a remote control.', 'A cat is sitting on a tennis court.', 'A couple of giraffes standing next to each other.']","[1, 0.4667, 0.4667, 0.3444, 0.5877, 0.0917]"
CE,cat_0073.jpg,"[""A cat is sitting on a couch with a cat on it's head."", ""A cat is sitting on a person's lap."", ""A cat is looking at a person's face."", 'A cat is looking at a mirror in a car.', 'A cat wearing a hat and a car seat.', 'A close up of a car window with a reflection of a person.']","[1, 0.3669, 0.2069, 0.2055, 0.2069, 0.1678]"
CE,cat_0078.jpg,"['A cat is sitting on a white teddy bear.', 'A cat is sitting on a wooden floor.', 'A cat is sitting on a wooden table.', 'A cat is sitting on a wooden table.', 'A cat is sitting on a wooden desk.', 'A cat is sitting on a wooden table.', 'A cat is sitting on top of a desk.', 'A cat is sitting on top of a desk.', 'A cat is looking at a mirror in a kitchen.', 'A cat is sitting on top of a desk.', 'A black and white cat standing in front of a computer.', 'A black and white cat sitting on top of a desk.', 'A black and white photo of a cat.', ""A close up of a giraffe's face with a mirror.""]","[1, 0.6988, 0.6988, 0.6988, 0.6988, 0.6988, 0.6724, 0.6724, 0.3683, 0.6724, 0.2941, 0.4702, 0.2525, 0.1471]"
CE,cat_0084.jpg,"['A cat is sitting on a couch with a remote.', 'A cat is sitting on a bed with a book.', 'A cat wearing a red and white striped tie.', 'A cat wearing a red and white striped tie.', 'A cat wearing a tie and a white shirt.', 'A teddy bear wearing a hat and a tie.']","[1, 0.803, 0.1835, 0.1835, 0.3413, 0.1835]"
CE,cat_0086.jpg,"['A cat is sitting on a wooden floor.', 'A cat is sitting on a window sill.', 'A cat is sitting in a car window sill.', 'A cat is sitting in a car window sill.', 'A woman in a car is taking a picture of a car.']","[1, 0.7687, 0.6181, 0.6181, 0.2128]"
CE,cat_0087.jpg,"['A cat is sleeping on a blanket in a room.', 'A cat sitting on a chair in a room.', 'A cat sitting on a chair in a chair.', 'A cat sitting on a wooden bench.', 'A cat sitting on a wooden board in front of a wall.', 'A picture of a sign on a fence.']","[1, 0.7146, 0.5823, 0.2336, 0.5636, 0.2315]"
CE,cat_0090.jpg,"['A cat is sitting on a wooden table.', 'A cat is sleeping on a blanket in a bed.', 'A cat is sleeping on a bed with a blanket.', 'A cat sleeping on a blanket with a pillow.', 'A baby is sleeping in a bed with a blanket.']","[1, 0.4635, 0.4635, 0.2747, 0.2174]"
CE,cat_0091.jpg,"['A cat sitting on a wooden floor next to a wooden floor.', 'A cat is sleeping on a blanket in a bed.', 'A cat is sleeping on a blanket in a bed.', 'A dog is sleeping on a bed with a blanket.', 'A dog is sleeping on a bed with a blanket.', 'A brown horse wearing a hat and a white collar.']","[1, 0.3993, 0.3993, 0.2906, 0.2906, 0.1563]"
CE,cat_0092.jpg,"[""A cat is sitting on a bed with a cat on it's head."", 'A cat is sitting on a wooden floor.', 'A cat is sitting on a wooden bench.', 'A cat is sniffing a toy in a cage.', 'A black and white cat looking at a fence.', 'A cow is standing in a field with a rope around its neck.']","[1, 0.333, 0.333, 0.2069, 0.1379, 0.3219]"
CE,cat_0093.jpg,"['A cat is sleeping on a blanket in a room.', ""A cat is sitting on a pillow with a cat on it's head."", 'A brown dog is wearing a hat and a white collar.', 'A large brown horse with a large nose.']","[1, 0.307, 0.2252, 0.1389]"
CE,cat_0098.jpg,"['A cat is sitting on a couch with a remote.', 'A cat is sitting on a wooden floor.', 'A cat is standing on the ground with a toothbrush.', 'A horse is standing in the dirt with its mouth.']","[1, 0.5877, 0.5204, 0.1818]"
CE,cat_0099.jpg,"['A cat is sitting on a white tiled floor.', 'A small white dog is sitting on a bed.', 'A small dog is sleeping on a bed.', 'A baby bear is sleeping in a blanket.']","[1, 0.6347, 0.3758, 0.202]"
CE,cat_0104.jpg,"['A cat is sitting on a bed with a pillow.', ""A cat is looking at a cat's reflection in a mirror."", 'A cat is looking at a mirror in a bathroom.', 'A baby is brushing his teeth with a toothbrush.']","[1, 0.2679, 0.4646, 0.3413]"
CE,cat_0105.jpg,"['A cat is sleeping on a bed with a blanket.', 'A cat is sitting on a bed with a book.', 'A cat sitting on top of a bottle of wine.', 'A cat is sitting on a table with a bottle of wine.', 'A couple of cats sitting on top of a glass.', 'A bunch of different colored vases on a table.']","[1, 0.803, 0.2273, 0.6696, 0.2273, 0.1835]"
CE,cat_0106.jpg,"['A cat is sitting on a bed with a mirror.', 'A cat wearing a hat and a hat on.', 'A cat wearing a hat and a hat on.', 'A cat wearing a hat and a hat on.', 'A black and white cat wearing a hat.', 'A brown bear wearing a hat and a hat on.']","[1, 0.3912, 0.3912, 0.3912, 0.1852, 0.2273]"
CE,cat_0107.jpg,"['A cat is sitting on a bed with a stuffed animal.', 'A dog is sleeping in a bed with a stuffed animal.', 'A dog is laying down in a cage.', 'A baby sheep is laying down in a pen.']","[1, 0.7361, 0.1709, 0.1695]"
CE,cat_0112.jpg,"['A cat is sitting on a desk with a book.', 'A cat is sleeping on a bed with a cat on it.', 'A cat laying on a blanket next to a baby.', 'A couple of cats laying on a blanket.', 'A group of baby elephants laying on a blanket.']","[1, 0.475, 0.4646, 0.2315, 0.1835]"
CE,cat_0113.jpg,"[""A cat is sitting on a bed with a cat on it's head."", 'A black and white cat is sitting on a white cat.', 'A black and white cat drinking from a white water bottle.', 'A black bear is drinking water from a pond.']","[1, 0.4294, 0.1361, 0.1379]"
CE,cat_0118.jpg,"['A cat is sleeping on a bed with a white blanket.', 'A cat is sitting on a white blanket.', 'A cat is sitting on a white blanket.', 'A cat is sitting on a wooden floor.', 'A cat is sitting on a wooden floor.', 'A cat is standing in front of a mirror.', 'A large statue of a bird in a vase.']","[1, 0.641, 0.641, 0.3644, 0.3644, 0.3153, 0.1695]"
CE,cat_0119.jpg,"['A cat is sitting on a window sill.', 'A cat is sitting on a bed with a book.', 'A black and white cat is sitting on a bed.', 'A small dog is playing with a toy.', 'A dog is playing with a toy toy in its mouth.', 'A dog is playing with a toy toy in a toy box.', 'A dog is playing with a toy toy in its mouth.', 'A dog is playing with a toy in a toy box.', 'A dog is playing with a toy toy in its mouth.', 'A group of people playing with a toy elephant.']","[1, 0.6899, 0.7309, 0.2222, 0.2151, 0.2128, 0.2151, 0.2151, 0.2151, 0.1648]"
CE,cat_0125.jpg,"['A cat is sitting on a blanket in a room.', ""A cat is sitting on a couch with a cat on it's head."", 'A cat is wearing a black and white striped tie.', 'A black and white cat wearing a tie.', 'A close up of a dog wearing a hat.', ""A close up of a person's face with a large toothbrush.""]","[1, 0.4667, 0.3382, 0.1852, 0.1835, 0.1786]"
CE,cat_0127.jpg,"['A cat wearing a red hat and a red bow tie.', 'A cat is sitting on a red blanket.', 'A cat is sitting on a toy toy toy.', 'A cat is drinking from a bottle of water.', 'A baby is brushing his teeth with a toothbrush.']","[1, 0.3179, 0.1695, 0.1695, 0.1271]"
CE,cat_0130.jpg,"['A cat is sitting on a bed with a blanket.', 'A cat is laying on a white towel.', 'A cat is playing with a toy toy on the floor.', 'A dog is playing with a frisbee in the street.', 'A dog is running with a frisbee in his mouth.', 'A dog running with a frisbee in its mouth.', 'A man jumping to catch a frisbee in a game of soccer.', 'A man jumping to catch a frisbee in a tennis game.', 'A man jumping to catch a tennis ball.', 'A man is swinging a tennis racket at a ball.']","[1, 0.3948, 0.5157, 0.3382, 0.3382, 0.2896, 0.1786, 0.1802, 0.1389, 0.2273]"
CE,cat_0131.jpg,"['A cat is sleeping on a bed with a pillow.', 'A cat is sitting on a couch with a stuffed animal.', 'A white cat sitting on a white floor.', 'A white and black cat standing on a sidewalk.', 'A woman in a dress standing next to a statue of a bear.']","[1, 0.6757, 0.2315, 0.2294, 0.177]"
CE,cat_0133.jpg,"['A cat sitting on top of a red and white cat.', 'A cat is sitting in a bowl of water.', 'A cat is sitting in a bowl of water.', 'A cat is eating a bowl of food.', 'A small dog is eating a bowl of cereal.', 'A bowl of food with a spoon in it.']","[1, 0.2542, 0.2542, 0.2137, 0.1695, 0.1695]"
CE,cat_0140.jpg,"['A cat is sitting on a blanket in a room.', 'A cat is sleeping on a blanket with a pillow.', 'A cat is sleeping on a blanket next to a white cat.', 'A couple of cats laying on a blanket.', 'A baby elephant and a baby elephant are laying on a blanket.']","[1, 0.6818, 0.5636, 0.2778, 0.2679]"
CE,cat_0006.jpg,"['A cat is sitting on a pillow in a room.', 'A cat is sitting on a mirror looking at something.', 'A cat sitting on a window sill looking at a mirror.', 'A cat is sitting on a street sign.', 'A car is driving down a street with a sign saying ""Stop"".']","[1, 0.577, 0.5718, 0.5877, 0.2193]"
CE,cat_0010.jpg,"['A cat is sitting on a pillow with a book on it.', 'A black and white cat sitting on a wooden chair.', 'A black and white cat sitting on a wooden floor.', 'A black and white cat standing in a wooden cage.', 'A black and white cat standing in a fence.', 'A black and white cat standing in a fence.', 'A black bear is standing in a field.']","[1, 0.2344, 0.2344, 0.1563, 0.1575, 0.1575, 0.1587]"
CE,cat_0013.jpg,"['A cat is sitting on a bed with a book.', 'A cat is sitting on a blanket in a room.', 'A cat is sitting on a bowl of cereal.', 'A cat is sitting on a bowl of food.', 'A cat is drinking from a bowl of water.', 'A black and white cat drinking from a bowl.', 'A black and white cat drinking from a bowl.', 'A white bowl with a white bowl of water.']","[1, 0.7081, 0.5823, 0.5823, 0.3413, 0.1835, 0.1835, 0.2896]"
CE,cat_0019.jpg,"[""A cat is sitting on a pillow with a cat on it's head."", 'A cat wearing a tie and a white shirt.', 'A brown and white dog wearing a tie.', 'A brown dog wearing a tie and a shirt.', 'A dog with a black nose is sniffing a green toothbrush.', 'A dog wearing a helmet and a hat.', 'A dog is sniffing a toothbrush in the street.', 'A man with a red and white dog on his back.', 'A man with a helmet on is holding a red and white dog.', 'A group of men standing next to a herd of cattle.', 'A herd of cattle standing next to each other.', 'A herd of cattle standing in the dirt.', 'A herd of cattle standing in the water.', 'A herd of elephants walking across a dirt road.']","[1, 0.1724, 0.1042, 0.1379, 0.2041, 0.1389, 0.1379, 0.2531, 0.2349, 0.102, 0.069, 0.0694, 0.0694, 0.1034]"
CE,cat_0024.jpg,"['A cat sitting on top of a car seat.', 'A cat sitting on a window sill looking at something.', 'A cat is sitting on a wooden bench.', 'A cat is sitting on a wooden bench.', 'A white cat is standing on a stone wall.', 'A white and black cat standing on a rock.', 'A white bird standing on a rock with a flower in its mouth.']","[1, 0.5569, 0.5163, 0.5163, 0.25, 0.25, 0.1923]"
CE,cat_0025.jpg,"[""A cat sitting on a bed with a cat on it's head."", 'A cat sitting on a white floor next to a wall.', 'A cat is sitting on a white surface.', 'A black and white cat sitting on a wooden floor.', 'A black and white cat standing on a rock.', 'A white and black bird standing on a rock.']","[1, 0.2536, 0.2222, 0.219, 0.1838, 0.1471]"
CE,cat_0026.jpg,"['A cat is sitting on a wooden floor.', 'A cat is sitting on a laptop computer.', 'A cat is sitting on a laptop computer.', 'A man sitting on a laptop computer while a woman watches.']","[1, 0.7687, 0.7687, 0.4]"
CE,cat_0027.jpg,"['A cat is sitting on a blanket in a room.', 'A cat is sitting on a white rug.', 'A cat is sitting on a wooden floor.', 'A couple of cats standing on top of a wooden floor.', 'A couple of cats standing on a wooden bench.', 'Two brown and white cats standing on a wooden bench.', 'Two zebras standing next to each other on a wooden bench.']","[1, 0.5877, 0.5877, 0.2252, 0.2294, 0.1818, 0.1351]"
CE,cat_0030.jpg,"['A cat is sitting on a wooden floor.', 'A cat is sitting on a bed with a pillow.', 'A cat is sleeping on a bed with a pillow.', 'A cat is sleeping on a bed with a pillow.', 'A cat is sleeping on a bed with a pillow.', 'A cat is sleeping on a bed with a blanket.', 'A man with a red and white striped shirt.']","[1, 0.6899, 0.4635, 0.4635, 0.4635, 0.4635, 0.1648]"
CE,cat_0031.jpg,"['A cat is sleeping on a bed with a blanket.', 'A cat is sitting on a blanket on the floor.', 'A cat is standing on the street with its paws on the ground.', 'A black and white cat standing on a street.', 'A couple of cats standing on the street.', 'A couple of animals standing on the side of the road.', 'A group of zebras walking across a street.']","[1, 0.5204, 0.3773, 0.2294, 0.1852, 0.1351, 0.1389]"
CE,cat_0032.jpg,"['A cat is sitting on a bed with a blanket.', 'A black cat is laying on a blanket.', 'A bear is sitting on a pile of books.']","[1, 0.5877, 0.4689]"
CE,cat_0033.jpg,"['A cat sitting on top of a wooden table.', 'A cat sitting on a bed with a book on it.', 'A cat is sitting on a bed with a white blanket.', 'A cat is sleeping on a bed with a blanket.', 'A cat is sleeping on a bed with a blanket.', 'A woman in a white shirt is sleeping.']","[1, 0.418, 0.418, 0.2475, 0.2475, 0.1515]"
CE,cat_0038.jpg,"['A cat sitting on a bed with a white blanket.', 'A cat is sitting on a toilet seat.', 'A cat is standing in a mirror looking at something.', 'A cat is sitting on a metal object.', 'A black and white cat standing in a doorway.', 'A black and white cat standing on a metal fence.', 'A large black and white bird standing in a zoo exhibit.']","[1, 0.3948, 0.1818, 0.3948, 0.2294, 0.2727, 0.1802]"
CE,cat_0039.jpg,"['A cat is sleeping on a bed with a blanket.', 'A cat is sitting on a bed with a white blanket.', 'A cat is sitting on a red and white striped umbrella.', 'A cat is standing on a sidewalk near a building.', 'A cat is standing on the street with a red and white cat.', 'A cat walking on the street with a red umbrella.', ""A dog walking down a street with a sign on it's face."", 'A horse drawn carriage is riding down the street.']","[1, 0.8887, 0.3841, 0.577, 0.4244, 0.3876, 0.3773, 0.1376]"
CE,cat_0040.jpg,"['A cat is sitting on a bed with a red blanket.', ""A cat is sitting on a couch with a cat on it's head."", 'A cat is sitting on a couch with a book.', 'A cat is sitting on a wooden table.', 'A cat is looking at a mirror in a bathroom.', 'A cat is looking at a mirror in a bathroom.', 'A cat is looking at a mirror in a bathroom.', 'A cat is brushing his teeth with a toothbrush.', 'A toothbrush in a bowl with a toothbrush in it.']","[1, 0.5596, 0.7423, 0.5425, 0.4295, 0.4295, 0.4295, 0.4331, 0.3126]"
CE,cat_0041.jpg,"['A cat is sitting on a white surface.', ""A cat is sitting on a pillow with a cat on it's head."", 'A cat is sitting on a bed with a pillow.', 'A cat is sleeping on a bed with a pillow.', 'A man with a cat on his head.', 'A man with a beard and a dog in his mouth.', 'A man and a woman are sitting on a bed.']","[1, 0.4996, 0.6899, 0.4635, 0.2778, 0.1613, 0.4848]"
CE,cat_0042.jpg,"['A cat is sitting on a bed with a pillow.', 'A cat is sitting on top of a white suitcase.', 'A cat is sitting on top of a white suitcase.', 'A cat is sitting in a container of food.', 'A cat is eating a bowl of food.', 'A small orange and white container filled with a white liquid.']","[1, 0.577, 0.577, 0.4689, 0.3444, 0.2843]"
CE,cat_0043.jpg,"[""A cat is sitting on a chair with a cat on it's head."", 'A cat is sitting on a mirror in a room.', 'A cat is looking at a mirror in a bathroom.', 'A cat is looking at a mirror in a bathroom.', ""A close up of a person's face with a toothbrush.""]","[1, 0.3644, 0.2055, 0.2055, 0.2901]"
CE,cat_0048.jpg,"[""A cat is sitting on a person's lap."", 'A cat is laying on a blanket with a toy.', 'A black and white cat laying on a blanket.', 'A brown dog is laying down in the snow.', 'A bear is standing in the snow with a stick.']","[1, 0.4222, 0.372, 0.15, 0.198]"
CE,cat_0049.jpg,"['A cat sitting on top of a wooden floor.', 'A cat is sitting on a blanket in a bed.', 'A white cat is sleeping on a blanket.', 'A white teddy bear is sitting on a bed.']","[1, 0.4222, 0.2525, 0.372]"
CE,cat_0051.jpg,"[""A cat sitting on a couch with a book on it's head."", 'A white cat sitting on a wooden floor.', 'A white and black cat is sitting on a white surface.', 'A baby sheep is standing in the water.']","[1, 0.3158, 0.2174, 0.0741]"
CE,cat_0054.jpg,"['A cat is sitting on a couch with a remote.', 'A cat laying on a blanket on a bed.', 'A man laying on a blanket in the sand.']","[1, 0.3912, 0.1835]"
CE,cat_0060.jpg,"['A cat is sitting on a white teddy bear.', 'A cat is sitting on a beach with a white cat.', 'A black and white cat standing on a wet surface.', 'A black and white cat standing on a beach.', 'A black and white cat standing on a beach.', 'A black and white cat standing on a sandy beach.', 'A black and white cat standing on a sandy beach.', 'A black and white cat standing on a sandy beach.', 'A black and white image of a duck in the water.']","[1, 0.6886, 0.4748, 0.4796, 0.4796, 0.4748, 0.4748, 0.4748, 0.1961]"
CE,cat_0063.jpg,"[""A cat sitting on a bed with a white cat on it's head."", 'A cat is sitting in a cage in a room.', 'A cat is sitting in a window sill.', 'A cat is sitting in a cage in a cage.', 'A black and white cat looking at a metal fence.', 'A cow in a pen in a zoo exhibit.']","[1, 0.2055, 0.1736, 0.2055, 0.2548, 0.1379]"
CE,cat_0075.jpg,"[""A cat is sitting on a bed with a cat on it's head."", 'A cat is sitting on a blanket in a room.', 'A cat sitting on top of a car seat.', 'A cat is sitting in a suitcase in a car.', 'A cat is looking at a bottle of water.', 'A cat is eating from a bowl of food.', 'A bowl of food with a spoon in it.']","[1, 0.3644, 0.2069, 0.3285, 0.1724, 0.1724, 0.2566]"
CE,cat_0076.jpg,"['A cat is sitting on a blanket in a room.', 'A cat is sitting on a mirror in a bathroom.', 'A cat sitting on a window sill looking at the camera.', 'A cat sitting on a car window sill.', 'A cat sitting on a car window sill.', 'A cat is sitting in a car window sill.', 'A car is driving down a street with a reflection of a reflection of a reflection of a reflection']","[1, 0.803, 0.3841, 0.3948, 0.3948, 0.5823, 0.1695]"
CE,cat_0077.jpg,"['A cat is sitting on a blanket in a room.', 'A cat is sitting on a laptop computer.', 'A cat is sitting on a laptop computer.', 'A cat sitting on top of a laptop computer.', 'A cat sitting on top of a laptop computer.', 'A cat sitting on top of a laptop computer.', 'A cat sitting on top of a laptop computer.', 'A cat sitting on top of a laptop computer.', 'A cat sitting on top of a laptop computer.', 'A cat sitting on top of a laptop computer.', 'A small bird sitting on top of a laptop computer.']","[1, 0.5877, 0.5877, 0.3912, 0.3912, 0.3912, 0.3912, 0.3912, 0.3912, 0.3912, 0.3382]"
CE,cat_0080.jpg,"[""A cat is sitting on a pillow with a cat on it's head."", 'A cat is sitting on a wooden floor.', 'A black and white cat is sitting on a wooden floor.', 'A black and white cat sitting on a wooden floor.', 'A black and white cat sitting on a wooden bench.', 'A black and white cat standing on a wooden floor.', 'A black and white cat sitting on a wooden bench.', 'A white and black dog standing on a wooden fence.', 'A large bird standing in a watering hole.']","[1, 0.333, 0.3263, 0.2055, 0.2055, 0.1712, 0.2055, 0.137, 0.1042]"
